id,source,periodicity,geographic_extent,measure,divisions
5121,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
5122,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
5123,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
5124,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
5125,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
5126,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
80,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
800,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8001,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8003,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8004,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8005,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8006,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8007,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8008,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
801,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8014,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8015,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8016,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8017,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8018,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
8019,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
930,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9301,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9302,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9303,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9304,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9305,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9306,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9307,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9308,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9309,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9310,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9311,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9312,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9313,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9314,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9315,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9316,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9317,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9318,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9319,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9320,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9321,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9322,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9323,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9324,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9325,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9326,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9327,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9328,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9329,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9330,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9331,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9332,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9333,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9334,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9335,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9336,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9337,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9338,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9339,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9340,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9341,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9342,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9343,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9344,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9345,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9346,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9347,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9348,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
935,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9349,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9350,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9351,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9352,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9353,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9354,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9355,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9356,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
959,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9599,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
960,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9601,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9602,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9603,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9604,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9605,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9606,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
980,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9801,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9802,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9803,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9804,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9806,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9807,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9808,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9809,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9810,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9811,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9812,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9813,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9814,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9815,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9816,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9817,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9818,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9819,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
9820,BRÅ,year,Sweden,count,"counties,municipalities,city_districts"
