id,_id,label,label_short,parent,disambiguation-affix,region_level,iso_code,wikidata,start,end,_neighbours
Rødøy,Rødøy,Rødøy kommune,Rødøy,Nordland,,municipality,,488046,0,9,"Meløy,Rana,Lurøy,Træna"
Rømskog,Rømskog,Rømskog kommune,Rømskog,Østfold,,municipality,,113622,0,9,"Aurskog-Høland,Marker"
Røros,Røros,Røros kommune,Røros,Trøndelag,,municipality,,108999,0,9,"Tydal,Holtålen,Os (Hedmark),Engerdal"
Røst,Røst,Røst kommune,Røst,Nordland,,municipality,,130048,0,9,Værøy
Røyken,Røyken,Røyken kommune,Røyken,Buskerud,,municipality,,488663,0,9,"Lier,Asker,Hurum"
Røyrvik,Røyrvik,Røyrvik kommune,Røyrvik,Trøndelag,,municipality,,484088,0,9,"Namsskogan,Lierne,Grane,Hattfjelldal"
Råde,Råde,Råde kommune,Råde,Østfold,,municipality,,483906,0,9,"Rygge,Våler (Østfold),Sarpsborg,Fredrikstad"
Salangen,Salangen,Salangen kommune,Salangen,Troms,,municipality,,500194,0,9,"Dyrøy,Sørreisa,Bardu,Lavangen,Ibestad"
Saltdal,Saltdal,Saltdal kommune,Saltdal,Nordland,,municipality,,48880,0,9,"Rana,Fauske,Bodø,Beiarn"
Samnanger,Samnanger,Samnanger kommune,Samnanger,Hordaland,,municipality,,488234,0,9,"Vaksdal,Kvam,Fusa,Os (Hordaland),Bergen"
Sande (Vestfold),Sande (Vestfold),Sande kommune,Sande,Vestfold,{0} i Vestfold,municipality,,183029,0,9,"Drammen,Svelvik,Holmestrand,Hof (until 2017-12-31)"
Sande (Møre og Romsdal),Sande (Møre og Romsdal),Sande kommune,Sande,Møre og Romsdal,{0} i Møre og Romsdal,municipality,,501510,0,9,"Herøy (Møre og Romsdal),Vanylven,Selje"
Sandefjord (until 2016-12-31),Sandefjord,Sandefjord kommune,Sandefjord,Vestfold,,municipality,,109005,0,2016-12-31,"Larvik,Tjøme,Andebu,Stokke (until 2016-12-31)"
Sandnes,Sandnes,Sandnes kommune,Sandnes,Rogaland,,municipality,,27587,0,9,"Gjesdal,Time,Stavanger,Klepp,Sola,Forsand"
Sandøy,Sandøy,Sandøy kommune,Sandøy,Møre og Romsdal,,municipality,,48794,0,9,"Aukra,Midsund,Haram"
Sarpsborg,Sarpsborg,Sarpsborg kommune,Sarpsborg,Østfold,,municipality,,108025,0,9,"Våler (Østfold),Skiptvet,Rakkestad,Halden,Fredrikstad,Råde,Hvaler"
Sauda,Sauda,Sauda kommune,Sauda,Rogaland,,municipality,,485297,0,9,"Etne,Odda,Suldal"
Sauherad,Sauherad,Sauherad kommune,Sauherad,Telemark,,municipality,,2381,0,9,"Nome,Bø,Notodden,Kongsberg,Skien"
Sel,Sel,Sel kommune,Sel,Oppland,,municipality,,507499,0,9,"Dovre,Folldal,Sør-Fron,Nord-Fron,Vågå"
Selbu,Selbu,Selbu kommune,Selbu,Trøndelag,,municipality,,492209,0,9,"Malvik,Stjørdal,Meråker,Tydal,Holtålen,Midtre Gauldal,Melhus,Klæbu,Trondheim"
Selje,Selje,Selje kommune,Selje,Sogn og Fjordane,,municipality,,484313,0,9,"Vanylven,Vågsøy,Sande (Møre og Romsdal)"
Seljord,Seljord,Seljord kommune,Seljord,Telemark,,municipality,,2236,0,9,"Tinn,Hjartdal,Notodden,Bø,Kviteseid,Tokke,Vinje"
Sigdal,Sigdal,Sigdal kommune,Sigdal,Buskerud,,municipality,,486726,0,9,"Flå,Krødsherad,Modum,Øvre Eiker,Flesberg,Rollag,Nore og Uvdal"
Siljan,Siljan,Siljan kommune,Siljan,Telemark,,municipality,,2308,0,9,"Kongsberg,Lardal (until 2017-12-31),Larvik,Porsgrunn,Skien"
Sirdal,Sirdal,Sirdal kommune,Sirdal,Vest-Agder,,municipality,,281835,0,9,"Lund,Bjerkreim,Gjesdal,Eigersund,Forsand,Bygland,Kvinesdal,Flekkefjord,Bykle"
Skaun,Skaun,Skaun kommune,Skaun,Trøndelag,,municipality,,500186,0,9,"Orkdal,Melhus,Trondheim"
Skedsmo,Skedsmo,Skedsmo kommune,Skedsmo,Akershus,,municipality,,57871,0,9,"Nittedal,Gjerdrum,Sørum,Fet,Rælingen,Lørenskog,Oslo"
Ski,Ski,Ski kommune,Ski,Akershus,,municipality,,57912,0,9,"Oslo,Enebakk,Hobøl,Ås,Oppegård"
Skien,Skien,Skien kommune,Skien,Telemark,,municipality,,2272,0,9,"Sauherad,Kongsberg,Siljan,Porsgrunn,Bamble,Drangedal,Nome"
Skiptvet,Skiptvet,Skiptvet kommune,Skiptvet,Østfold,,municipality,,156420,0,9,"Våler (Østfold),Spydeberg,Askim,Eidsberg,Rakkestad,Sarpsborg"
Skjervøy,Skjervøy,Skjervøy kommune,Skjervøy,Troms,,municipality,,128762,0,9,"Nordreisa,Kvænangen,Loppa,Lyngen,Karlsøy"
Skjåk,Skjåk,Skjåk kommune,Skjåk,Oppland,,municipality,,484116,0,9,"Stryn,Stranda,Lom,Lesja,Norddal,Rauma,Luster"
Skodje,Skodje,Skodje kommune,Skodje,Møre og Romsdal,,municipality,,48265,0,9,"Haram,Ørskog,Ålesund,Sykkylven,Vestnes"
Skånland,Skånland,Skånland kommune,Skånland,Troms,,municipality,,490038,0,9,"Gratangen,Tjeldsund,Evenes,Narvik,Harstad,Ibestad"
Smøla,Smøla,Smøla kommune,Smøla,Møre og Romsdal,,municipality,,483899,0,9,"Hitra,Aure,Kristiansund (Møre og Romsdal)"
Snillfjord,Snillfjord,Snillfjord kommune,Snillfjord,Trøndelag,,municipality,,48568,0,9,"Agdenes,Orkdal,Hemne,Hitra"
Snåsa,Snåsa,Snåsa kommune,Snåsa,Trøndelag,,municipality,,493846,0,9,"Overhalla,Grong,Lierne,Verdal,Steinkjer"
Sogndal,Sogndal,Sogndal kommune,Sogndal,Sogn og Fjordane,,municipality,,490923,0,9,"Jølster,Luster,Lærdal,Vik,Leikanger,Balestrand,Førde"
Sokndal,Sokndal,Sokndal kommune,Sokndal,Rogaland,,municipality,,48858,0,9,"Eigersund,Lund,Flekkefjord"
Sola,Sola,Sola kommune,Sola,Rogaland,,municipality,,488948,0,9,"Klepp,Sandnes,Stavanger,Randaberg"
Solund,Solund,Solund kommune,Solund,Sogn og Fjordane,,municipality,,48647,0,9,"Askvoll,Fjaler,Hyllestad,Gulen"
Songdalen,Songdalen,Songdalen kommune,Songdalen,Vest-Agder,,municipality,,505956,0,9,"Søgne,Marnardal,Vennesla,Kristiansand (Vest-Agder)"
Sortland,Sortland,Sortland kommune,Sortland,Nordland,,municipality,,48844,0,9,"Øksnes,Andøy,Kvæfjord,Lødingen,Hadsel,Bø"
Spydeberg,Spydeberg,Spydeberg kommune,Spydeberg,Østfold,,municipality,,48668,0,9,"Hobøl,Enebakk,Trøgstad,Askim,Skiptvet,Våler (Østfold)"
Stange,Stange,Stange kommune,Stange,Hedmark,,municipality,,48542,0,9,"Hamar,Løten,Våler (Hedmark),Åsnes,Nord-Odal,Eidsvoll,Ringsaker,Østre Toten"
Stavanger,Stavanger,Stavanger kommune,Stavanger,Rogaland,,municipality,,25416,0,9,"Randaberg,Rennesøy,Sandnes,Sola"
Steigen,Steigen,Steigen kommune,Steigen,Nordland,,municipality,,494005,0,9,"Hamarøy,Sørfold"
Steinkjer,Steinkjer,Steinkjer kommune,Steinkjer,Trøndelag,,municipality,,110431,0,9,"Namdalseid,Overhalla,Grong,Snåsa,Verdal,Inderøy,Verran"
Stjørdal,Stjørdal,Stjørdal kommune,Stjørdal,Trøndelag,,municipality,,217802,0,9,"Malvik,Selbu,Meråker,Levanger,Frosta"
Stokke (until 2016-12-31),Stokke,Stokke kommune,Stokke,Vestfold,,municipality,,5499099,0,2016-12-31,"Andebu,Re,Tønsberg,Nøtterøy,Sandefjord"
Stor-Elvdal,Stor-Elvdal,Stor-Elvdal kommune,Stor-Elvdal,Hedmark,,municipality,,48526,0,9,"Folldal,Alvdal,Rendalen,Åmot,Ringsaker,Øyer,Ringebu,Sør-Fron"
Stord,Stord,Stord kommune,Stord,Hordaland,,municipality,,485253,0,9,"Fitjar,Sveio,Bømlo,Vindafjord,Tysnes,Kvinnherad"
Stordal,Stordal,Stordal kommune,Stordal,Møre og Romsdal,,municipality,,48560,0,9,"Ørskog,Vestnes,Rauma,Norddal,Stranda,Sykkylven"
Storfjord,Storfjord,Storfjord kommune,Storfjord,Troms,,municipality,,48657,0,9,"Lyngen,Kåfjord,Tromsø,Balsfjord,Målselv"
Strand,Strand,Strand kommune,Strand,Rogaland,,municipality,,48591,0,9,"Hjelmeland,Forsand,Finnøy"
Stranda,Stranda,Stranda kommune,Stranda,Møre og Romsdal,,municipality,,48501,0,9,"Stordal,Norddal,Skjåk,Stryn,Hornindal,Ørsta,Sykkylven"
Stryn,Stryn,Stryn kommune,Stryn,Sogn og Fjordane,,municipality,,5223,0,9,"Hornindal,Stranda,Skjåk,Luster,Jølster,Gloppen,Eid"
Sula,Sula,Sula kommune,Sula,Møre og Romsdal,,municipality,,507524,0,9,"Ålesund,Giske,Hareid,Ørsta"
Suldal,Suldal,Suldal kommune,Suldal,Rogaland,,municipality,,48577,0,9,"Sauda,Etne,Odda,Vinje,Bykle,Hjelmeland,Vindafjord,Finnøy"
Sund,Sund,Sund kommune,Sund,Hordaland,,municipality,,507509,0,9,"Fjell,Bergen,Austevoll"
Sunndal,Sunndal,Sunndal kommune,Sunndal,Møre og Romsdal,,municipality,,48521,0,9,"Tingvoll,Surnadal,Oppdal,Lesja,Nesset"
Surnadal,Surnadal,Surnadal kommune,Surnadal,Møre og Romsdal,,municipality,,48545,0,9,"Halsa,Hemne,Rindal,Oppdal,Sunndal,Tingvoll"
Sveio,Sveio,Sveio kommune,Sveio,Hordaland,,municipality,,48518,0,9,"Haugesund,Tysvær,Bømlo,Stord,Vindafjord"
Svelvik,Svelvik,Svelvik kommune,Svelvik,Vestfold,,municipality,,48701,0,9,"Drammen,Sande (Vestfold)"
Sykkylven,Sykkylven,Sykkylven kommune,Sykkylven,Møre og Romsdal,,municipality,,48508,0,9,"Stordal,Stranda,Ørsta,Ålesund,Skodje,Ørskog"
Søgne,Søgne,Søgne kommune,Søgne,Vest-Agder,,municipality,,501401,0,9,"Mandal,Kristiansand (Vest-Agder),Marnardal,Songdalen"
Sømna,Sømna,Sømna kommune,Sømna,Nordland,,municipality,,48610,0,9,"Brønnøy,Bindal"
Søndre Land,Søndre Land,Søndre Land kommune,Søndre Land,Oppland,,municipality,,484093,0,9,"Nordre Land,Gjøvik,Vestre Toten,Gran,Ringerike,Sør-Aurdal"
Sør-Aurdal,Sør-Aurdal,Sør-Aurdal kommune,Sør-Aurdal,Oppland,,municipality,,48414,0,9,"Nord-Aurdal,Etnedal,Nordre Land,Søndre Land,Ringerike,Flå,Nes,Gol"
Sør-Fron,Sør-Fron,Sør-Fron kommune,Sør-Fron,Oppland,,municipality,,488054,0,9,"Nord-Fron,Sel,Folldal,Stor-Elvdal,Ringebu,Gausdal,Øystre Slidre"
Sør-Odal,Sør-Odal,Sør-Odal kommune,Sør-Odal,Hedmark,,municipality,,48615,0,9,"Nord-Odal,Grue,Kongsvinger,Eidskog,Nes"
Sør-Varanger,Sør-Varanger,Sør-Varanger kommune,Sør-Varanger,Finnmark,,municipality,,48827,0,9,"Nesseby,Petsjenga,Vadsø"
Sørfold,Sørfold,Sørfold kommune,Sørfold,Nordland,,municipality,,484097,0,9,"Steigen,Hamarøy,Fauske,Bodø,Jokkmokk"
Sørreisa,Sørreisa,Sørreisa kommune,Sørreisa,Troms,,municipality,,48325,0,9,"Lenvik,Målselv,Bardu,Salangen,Dyrøy"
Sørum,Sørum,Sørum kommune,Sørum,Akershus,,municipality,,57914,0,9,"Ullensaker,Nes,Aurskog-Høland,Fet,Skedsmo,Gjerdrum"
Tana,Tana,Tana kommune,Tana,Finnmark,,municipality,,483964,0,9,"Gamvik,Berlevåg,Båtsfjord,Nesseby,Vadsø,Karasjok,Utsjok,Porsanger,Lebesby"
Time,Time,Time kommune,Time,Rogaland,,municipality,,493981,0,9,"Sandnes,Gjesdal,Bjerkreim,Hå,Klepp"
Tingvoll,Tingvoll,Tingvoll kommune,Tingvoll,Møre og Romsdal,,municipality,,488252,0,9,"Sunndal,Aure,Halsa,Surnadal,Nesset,Gjemnes,Kristiansund (Møre og Romsdal)"
Tinn,Tinn,Tinn kommune,Tinn,Telemark,,municipality,,2365,0,9,"Nore og Uvdal,Rollag,Flesberg,Notodden,Hjartdal,Seljord,Vinje"
Tjeldsund,Tjeldsund,Tjeldsund kommune,Tjeldsund,Nordland,,municipality,,48801,0,9,"Harstad,Lødingen,Skånland,Evenes,Ballangen,Kvæfjord"
Tjøme (until 2017-12-31),Tjøme,Tjøme kommune,Tjøme,Vestfold,,municipality,,48687,0,2017-12-31,"Nøtterøy,Sandefjord"
Tokke,Tokke,Tokke kommune,Tokke,Telemark,,municipality,,2241,0,9,"Vinje,Kviteseid,Seljord,Fyresdal,Valle,Bykle"
Tolga,Tolga,Tolga kommune,Tolga,Hedmark,,municipality,,507549,0,9,"Os (Hedmark),Engerdal,Rendalen,Tynset"
Torsken,Torsken,Torsken kommune,Torsken,Troms,,municipality,,48581,0,9,"Berg,Tranøy,Andøy"
Tranøy,Tranøy,Tranøy kommune,Tranøy,Troms,,municipality,,48597,0,9,"Torsken,Berg,Lenvik,Dyrøy,Ibestad,Harstad,Andøy"
Tromsø,Tromsø,Tromsø kommune,Tromsø,Troms,,municipality,,26087,0,9,"Lenvik,Balsfjord,Storfjord,Lyngen,Karlsøy"
Trondheim,Trondheim,Trondheim kommune,Trondheim,Trøndelag,,municipality,,25804,0,9,"Malvik,Selbu,Klæbu,Melhus,Rissa (until 2017-12-31),Leksvik (until 2017-12-31),Skaun,Indre Fosen (until 2019-12-31)"
Trysil,Trysil,Trysil kommune,Trysil,Hedmark,,municipality,,48529,0,9,"Engerdal,Rendalen,Åmot,Elverum,Våler"
Træna,Træna,Træna kommune,Træna,Nordland,,municipality,,48620,0,9,"Lurøy,Rødøy,Dønna"
Trøgstad,Trøgstad,Trøgstad kommune,Trøgstad,Østfold,,municipality,,48678,0,9,"Enebakk,Fet,Aurskog-Høland,Eidsberg,Askim,Spydeberg"
Tvedestrand,Tvedestrand,Tvedestrand kommune,Tvedestrand,Aust-Agder,,municipality,,90597,0,9,"Arendal,Risør,Froland,Åmli,Vegårshei"
Tydal,Tydal,Tydal kommune,Tydal,Trøndelag,,municipality,,494053,0,9,"Meråker,Selbu,Holtålen,Røros"
Tynset,Tynset,Tynset kommune,Tynset,Hedmark,,municipality,,488779,0,9,"Rennebu,Midtre Gauldal,Os (Hedmark),Tolga,Rendalen,Alvdal,Folldal,Oppdal"
