id,level,parent,name
4174,3,90073,grova misshandelsfall inomhus mot flickor 0-6 år där gärningspersonen varit bekant med offret
4175,3,90073,grova misshandelsfall inomhus mot pojkar 0-6 år där gärningspersonen varit obekant med offret
4176,3,90073,grova misshandelsfall inomhus mot pojkar 0-6 år där gärningspersonen varit bekant med offret
4177,3,90073,grova misshandelsfall utomhus mot flickor 7-14 år där gärningspersonen varit obekant med offret
4178,3,90073,grova misshandelsfall utomhus mot flickor 7-14 år där gärningspersonen varit bekant med offret
4179,3,90073,grova misshandelsfall utomhus mot pojkar 7-14 år där gärningspersonen varit obekant med offret
4180,3,90073,grova misshandelsfall utomhus mot pojkar 7-14 år där gärningspersonen varit bekant med offret
4181,3,90073,grova misshandelsfall inomhus mot flickor 7-14 år där gärningspersonen varit obekant med offret
4182,3,90073,grova misshandelsfall inomhus mot flickor 7-14 år där gärningspersonen varit bekant med offret
4183,3,90073,grova misshandelsfall inomhus mot pojkar 7-14 år där gärningspersonen varit obekant med offret
4184,3,90073,grova misshandelsfall inomhus mot pojkar 7-14 år där gärningspersonen varit bekant med offret
4185,3,90073,grova misshandelsfall utomhus mot flickor 15-17 år där gärningspersonen varit obekant med offret
4186,3,90073,grova misshandelsfall utomhus mot flickor 15-17 år där gärningspersonen varit bekant med offret
4187,3,90073,grova misshandelsfall utomhus mot pojkar 15-17 år där gärningspersonen varit obekant med offret
4188,3,90073,grova misshandelsfall utomhus mot pojkar 15-17 år där gärningspersonen varit bekant med offret
4189,3,90073,grova misshandelsfall inomhus mot flickor 15-17 år där gärningspersonen varit obekant med offret
4190,3,90073,grova misshandelsfall inomhus mot flickor 15-17 år där gärningspersonen varit bekant med offret
4191,3,90073,grova misshandelsfall inomhus mot pojkar 15-17 år där gärningspersonen varit obekant med offret
4192,3,90073,grova misshandelsfall inomhus mot pojkar 15-17 år där gärningspersonen varit bekant med offret
90078,2,2768,misshandelsfall mot personer över 18 år
4525,3,90078,misshandelsfall inomhus mot kvinnor 18 år eller äldre i nära relation med gärningspersonen
4546,3,90078,"misshandelsfall inomhus mot kvinnor 18 år eller äldre där gärningspersonen varit bekant, men ej i nära relation med gärningspersonen"
4547,3,90078,misshandelsfall inomhus mot män 18 år eller äldre i nära relation med gärningspersonen
4548,3,90078,"misshandelsfall inomhus mot män 18 år eller äldre där gärningspersonen varit bekant, men ej i nära relation med gärningspersonen"
4549,3,90078,grova misshandelsfall inomhus mot kvinnor 18 år eller äldre i nära relation med gärningspersonen
4550,3,90078,"grova misshandelsfall inomhus mot kvinnor 18 år eller äldre där gärningspersonen varit bekant, men ej i nära relation med gärningspersonen"
4551,3,90078,grova misshandelsfall inomhus mot män 18 år eller äldre i nära relation med gärningspersonen
4552,3,90078,"grova misshandelsfall inomhus mot män 18 år eller äldre där gärningspersonen varit bekant, men ej i nära relation med gärningspersonen"
90079,2,2768,alt
4822,3,90079,brott mot lagen med förbud mot könsstympning av kvinnor
90080,2,2768,fall av sexuellt ofredande
4793,3,90080,fall av sexuellt ofredande mot flickor under 15 år
4794,3,90080,fall av sexuellt ofredande mot pojkar under 15 år
4795,3,90080,fall av sexuellt ofredande mot flickor 15-17 år
4796,3,90080,fall av sexuellt ofredande mot pojkar 15-17 år
4797,3,90080,fall av sexuellt ofredande mot kvinnor 18 år eller äldre
4798,3,90080,fall av sexuellt ofredande mot män 18 år eller äldre
90081,2,2768,"inbrott i villor, radhus och lägenheter, samt stölder utan inbrott och rån"
3141,3,90081,fullbordade inbrott i villor och radhus
3142,3,90081,fullbordade inbrott i lägenheter
4114,3,90081,"tillgrepp av lastbilar, släp och järnvägsvagnar"
4116,3,90081,"stölder ur lastbilar, släp och järnvägsvagnar"
4222,3,90081,rån mot privatpersoner under 18 år utan skjutvapen utomhus
4223,3,90081,rån mot privatpersoner under 18 år utan skjutvapen inomhus
4224,3,90081,"rån mot privatpersoner under 18 år, med skjutvapen utomhus"
4225,3,90081,"rån mot privatpersoner under 18 år, med skjutvapen inomhus"
4226,3,90081,rån mot privatpersoner 18 år eller äldre utan skjutvapen utomhus
4227,3,90081,rån mot privatpersoner 18 år eller äldre utan skjutvapen inomhus
4228,3,90081,"rån mot privatpersoner 18 år eller äldre, med skjutvapen utomhus"
4229,3,90081,"rån mot privatpersoner 18 år eller äldre, med skjutvapen inomhus"
4645,3,90081,stölder under övriga yrkesmässiga transporter
4646,3,90081,stölder ur och från båtar
4648,3,90081,stölder av båtmotorer
4675,3,90081,fickstölder
4676,3,90081,fickstölder mot funktionsnedsatta
4677,3,90081,väskryckningar
4678,3,90081,väskryckningar mot funktionsnedsatta
3625,1,,alkohol- och narkotikabrott
3622,1,,bilbrott
3634,2,3620,fickstölder
3616,1,,"hot-, kränknings- och frihetsbrott"
3632,2,3620,lägenhets- och villainbrott
3628,2,3614,misshandelsfall
3642,2,3625,narkotikabrott
3627,2,3614,rån
3641,2,3622,skadegörelser på motorfordon
3623,1,,skadegörelsebrott
3633,2,3620,"stölder och snatteri i butik, varuhus."
3631,2,3620,stölder ur och från motorfordon
3640,2,3622,stölder ur och från motorfordon
3629,2,3620,bilstölder
3636,2,3622,bilstölder
3630,2,3620,cykelstölderer
3620,1,,stöldbrott
3638,3,3636,fullbordade bilstölder
3639,3,3636,bilstöldsförsök
3613,1,,brottsanmälningar totalt
3626,1,,vapenbrott
3624,1,,trafikbrott
3614,1,,våldsbrott
3618,1,,vårdslöshet- och vållandebrott
3635,2,3620,övrig stölder
