id,label
SNI2007_47650,specialiserad butikshandel med spel och leksaker
SNI2007_47711,"specialiserad butikshandel med herr-, dam- och barnkläder, blandat"
SNI2007_47712,specialiserad butikshandel med herrkläder
SNI2007_47713,specialiserad butikshandel med damkläder
SNI2007_47714,specialiserad butikshandel med barnkläder
SNI2007_47715,specialiserad butikshandel med pälsar
SNI2007_47721,specialiserad butikshandel med skodon
SNI2007_47722,"specialiserad butikshandel med väskor, reseffekter och lädervaror"
SNI2007_47730,apotekshandel
SNI2007_47740,specialiserad butikshandel med sjukvårdsartiklar
SNI2007_47750,specialiserad butikshandel med kosmetika och hygienartiklar
SNI2007_47761,"specialiserad butikshandel med blommor och andra växter, frön och gödselmedel"
SNI2007_47762,specialiserad butikshandel med små sällskapsdjur
SNI2007_47771,specialiserad butikshandel med ur
SNI2007_47772,specialiserad butikshandel med guldsmedsvaror och smycken
SNI2007_47781,specialiserad butikshandel med glasögon och andra optiska artiklar utom fotoutrustning
SNI2007_47782,specialiserad butikshandel med fotoutrustning
SNI2007_47783,specialiserad butikshandel med konst samt galleriverksamhet
SNI2007_47784,specialiserad butikshandel med mynt och frimärken
SNI2007_47789,övrig specialiserad butikshandel
SNI2007_47791,specialiserad butikshandel med antikviteter och begagnade böcker
SNI2007_47792,specialiserad butikshandel med övriga begagnade varor
SNI2007_47793,auktioner i butik
SNI2007_47810,"torg- och marknadshandel med livsmedel, drycker och tobak"
SNI2007_47820,"torg- och marknadshandel med textilier, kläder och skodon"
SNI2007_47890,torg- och marknadshandel med övriga varor
SNI2007_47911,postorderhandel och detaljhandel på internet med brett sortiment
SNI2007_47912,postorderhandel och detaljhandel på internet med beklädnadsvaror
SNI2007_47913,postorderhandel och detaljhandel på internet med böcker och andra mediavaror
SNI2007_47914,postorderhandel och detaljhandel på internet med datorer och annan elektronisk utrustning
SNI2007_47915,postorderhandel och detaljhandel på internet med sport- och fritidsutrustning
SNI2007_47916,postorderhandel och detaljhandel på internet med bosättningsvaror
SNI2007_47917,auktioner på internet
SNI2007_47919,postorderhandel och detaljhandel på internet med övriga varor
SNI2007_47991,provisionsdetaljhandel (ej auktioner)
SNI2007_47992,ambulerande och tillfällig handel med livsmedel
SNI2007_47993,ambulerande och tillfällig handel med övriga varor
SNI2007_47994,auktioner ej i butik eller på internet
SNI2007_47999,övrig detaljhandel ej i butik
SNI2007_49100,"järnvägstransport, passagerartrafik"
SNI2007_49200,"järnvägstransport, godstrafik"
SNI2007_49311,linjebussverksamhet
SNI2007_49319,övrig kollektivtrafik
SNI2007_49320,taxitrafik
SNI2007_49390,annan landtransport av passagerare
SNI2007_49410,"vägtransport, godstrafik"
SNI2007_49420,flyttjänster
SNI2007_49500,transport i rörsystem
SNI2007_50101,reguljär sjötrafik över hav och kust av passagerare
SNI2007_50102,icke reguljär sjötrafik över hav och kust av passagerare
SNI2007_50201,reguljär sjötrafik över hav och kust av gods
SNI2007_50202,icke reguljär sjötrafik över hav och kust av gods
SNI2007_50301,reguljär sjötrafik på inre vattenvägar av passagerare
SNI2007_50302,icke reguljär sjötrafik på inre vattenvägar av passagerare
SNI2007_50401,reguljär sjötrafik på inre vattenvägar av gods
SNI2007_50402,icke reguljär sjötrafik på inre vattenvägar av gods
SNI2007_51101,reguljär lufttransport av passagerare
SNI2007_51102,icke reguljär lufttransport av passagerare
SNI2007_51211,reguljär lufttransport av gods
SNI2007_51212,icke reguljär lufttransport av gods
SNI2007_51220,rymdfart
SNI2007_52100,magasinering och varulagring
SNI2007_52211,bärgning för landtransport
SNI2007_52219,övriga stödtjänster till landtransport
SNI2007_52220,stödtjänster till sjötransport
SNI2007_52230,stödtjänster till lufttransport
SNI2007_52241,hamngodshantering
SNI2007_52249,övrig godshantering
SNI2007_52290,övriga stödtjänster till transport
SNI2007_53100,postbefordran via nationella posten
SNI2007_53201,annan postbefordran
SNI2007_53202,bud- och kurirverksamhet
SNI2007_53203,tidningsdistribution
SNI2007_55101,hotellverksamhet med restaurangrörelse
SNI2007_55102,drift av konferensanläggningar
SNI2007_55103,hotellverksamhet utan restaurangrörelse
SNI2007_55201,vandrarhemsverksamhet
SNI2007_55202,stugbyverksamhet m.m.
SNI2007_55300,campingplatsverksamhet
SNI2007_55900,annan logiverksamhet
SNI2007_56100,restaurangverksamhet
SNI2007_56210,cateringverksamhet vid enskilda evenemang
SNI2007_56291,drift av personalmatsalar
SNI2007_56292,centralköksverksamhet för sjukhus
SNI2007_56293,"centralköksverksamhet för skolor, omsorgs- och andra institutioner"
SNI2007_56294,cateringverksamhet för transportsektorn
SNI2007_56299,övrig cateringverksamhet
SNI2007_56300,barverksamhet
SNI2007_58110,bokutgivning
SNI2007_58120,publicering av kataloger och sändlistor
SNI2007_58131,dagstidningsutgivning
SNI2007_58132,annonstidningsutgivning
SNI2007_58140,utgivning av tidskrifter
SNI2007_58190,annan förlagsverksamhet
SNI2007_58210,utgivning av dataspel
SNI2007_58290,utgivning av annan programvara
SNI2007_59110,"produktion av film, video och tv-program"
SNI2007_59120,"efterproduktion av film, video och tv-program"
SNI2007_59130,"film-, video- och tv-programdistribution"
SNI2007_59140,filmvisning
SNI2007_59200,ljudinspelning och fonogramutgivning
SNI2007_60100,sändning av radioprogram
SNI2007_60200,planering av tv-program och sändningsverksamhet
SNI2007_61100,trådbunden telekommunikation
SNI2007_61200,trådlös telekommunikation
SNI2007_61300,telekommunikation via satellit
SNI2007_61900,annan telekommunikation
SNI2007_62010,dataprogrammering
SNI2007_62020,datakonsultverksamhet
SNI2007_62030,datordrifttjänster
SNI2007_62090,andra it- och datatjänster
SNI2007_63110,"databehandling, hosting o.d."
SNI2007_63120,webbportaler
SNI2007_63910,nyhetsservice
SNI2007_63990,övriga informationstjänster
SNI2007_64110,centralbanksverksamhet
SNI2007_64190,annan monetär finansförmedling
SNI2007_64201,holdingverksamhet i finansiella koncerner
SNI2007_64202,holdingverksamhet i icke-finansiella koncerner
SNI2007_64301,investeringsfonder
SNI2007_64309,andra fonder och liknande finansiella enheter
SNI2007_64910,finansiell leasing
SNI2007_64920,annan kreditgivning
SNI2007_64991,investment- och riskkapitalbolagsverksamhet
SNI2007_64992,"handel med och förvaltning av värdepapper, för egen räkning"
SNI2007_64993,förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare
SNI2007_64999,diverse övrig finansförmedling
SNI2007_65111,fondanknuten livförsäkring
SNI2007_65119,övrig livförsäkring
SNI2007_65120,skadeförsäkring
SNI2007_65200,återförsäkring
SNI2007_65300,pensionsfondsverksamhet
SNI2007_66110,administrativa tjänster till finansiella marknader
SNI2007_66120,verksamhet utförd av värdepappers- och varumäklare
SNI2007_66190,andra stödtjänster till finansiella tjänster utom försäkring och pensionsfondsverksamhet
SNI2007_66210,risk- och skadebedömning
SNI2007_66220,verksamhet utförd av försäkringsombud och försäkringsmäklare
SNI2007_66290,andra stödtjänster till försäkring och pensionsfondsverksamhet
SNI2007_66301,förvaltning av investeringsfonder
SNI2007_66309,annan fondförvaltning
SNI2007_68100,handel med egna fastigheter
SNI2007_68201,uthyrning och förvaltning av egna eller arrenderade bostäder
SNI2007_68202,uthyrning och förvaltning av egna eller arrenderade industrilokaler
SNI2007_68203,"uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
SNI2007_68204,förvaltning i bostadsrättsföreningar
SNI2007_68209,övrig förvaltning av egna eller arrenderade fastigheter
SNI2007_68310,fastighetsförmedling
SNI2007_68320,fastighetsförvaltning på uppdrag
SNI2007_69101,advokatbyråverksamhet
SNI2007_69102,juridiska byråers verksamhet m.m.
SNI2007_69103,patentbyråverksamhet m.m.
SNI2007_69201,redovisning och bokföring
SNI2007_69202,revision
SNI2007_69203,skatterådgivning
SNI2007_70100,verksamheter som utövas av huvudkontor
SNI2007_70210,pr och kommunikation
SNI2007_70220,konsultverksamhet avseende företags organisation
SNI2007_71110,arkitektverksamhet
SNI2007_71121,teknisk konsultverksamhet inom bygg- och anläggningsteknik
SNI2007_71122,teknisk konsultverksamhet inom industriteknik
SNI2007_71123,teknisk konsultverksamhet inom elteknik
SNI2007_71124,"teknisk konsultverksamhet inom energi-, miljö- och vvs-teknik"
SNI2007_71129,övrig teknisk konsultverksamhet
SNI2007_71200,teknisk provning och analys
SNI2007_72110,bioteknisk forskning och utveckling
SNI2007_72190,annan naturvetenskaplig och teknisk forskning och utveckling
SNI2007_72200,samhällsvetenskaplig och humanistisk forskning och utveckling
SNI2007_73111,reklambyråverksamhet
SNI2007_73112,direktreklamverksamhet
SNI2007_73119,övrig reklamverksamhet
SNI2007_73120,mediebyråverksamhet och annonsförsäljning
SNI2007_73200,marknads- och opinionsundersökning
SNI2007_74101,industri- och produktdesignverksamhet
SNI2007_74102,grafisk designverksamhet
SNI2007_74103,inredningsarkitektverksamhet
SNI2007_74201,porträttfotoverksamhet
SNI2007_74202,reklamfotoverksamhet
SNI2007_74203,press- och övrig fotografverksamhet
SNI2007_74204,fotolaboratorieverksamhet
SNI2007_74300,översättning och tolkning
SNI2007_74900,"övrig verksamhet inom juridik, ekonomi, vetenskap och teknik"
SNI2007_75000,veterinärverksamhet
SNI2007_77110,uthyrning och leasing av personbilar och lätta motorfordon
SNI2007_77120,uthyrning och leasing av lastbilar och andra tunga motorfordon
SNI2007_77210,uthyrning och leasing av fritids- och sportutrustning
SNI2007_77220,uthyrning av videokassetter och dvd-skivor
SNI2007_77290,uthyrning och leasing av andra hushållsartiklar och varor för personligt bruk
SNI2007_77310,uthyrning och leasing av jordbruksmaskiner och jordbruksredskap
SNI2007_77320,uthyrning och leasing av bygg- och anläggningsmaskiner
SNI2007_77330,uthyrning och leasing av kontorsmaskiner och kontorsutrustning (inklusive datorer)
SNI2007_77340,uthyrning och leasing av fartyg och båtar
SNI2007_77350,uthyrning och leasing av flygplan
SNI2007_77390,uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar
SNI2007_77400,"leasing av immateriell egendom och liknande produkter, med undantag för upphovsrättsskyddade verk"
SNI2007_78100,arbetsförmedling och rekrytering
SNI2007_78200,personaluthyrning
SNI2007_78300,övrigt tillhandahållande av personalfunktioner
SNI2007_79110,resebyråverksamhet
SNI2007_79120,researrangemang
SNI2007_79900,turist- och bokningsservice
SNI2007_80100,säkerhetsverksamhet
SNI2007_80200,säkerhetssystemtjänster
SNI2007_80300,spanings- och detektivverksamhet
SNI2007_81100,fastighetsrelaterade stödtjänster
SNI2007_81210,lokalvård
SNI2007_81221,rengöring av byggnader
SNI2007_81222,skorstensfejarverksamhet
SNI2007_81290,annan rengöring
SNI2007_81300,skötsel och underhåll av grönytor
SNI2007_82110,kombinerade kontorstjänster
SNI2007_82190,"kopiering, dokumentsammanställning och andra specialiserade kontorstjänster"
SNI2007_82200,callcenterverksamhet
SNI2007_82300,arrangemang av kongresser och mässor
SNI2007_82910,inkassoföretags och kreditupplysningsföretags verksamhet
SNI2007_82920,förpackningsverksamhet
SNI2007_82990,övriga företagstjänster
SNI2007_84111,"stats- och kommunledning, lagstiftning och övergripande planering"
SNI2007_84112,"inspektion, kontroll, tillståndsgivning"
SNI2007_84113,"skatteförvaltning, indrivning"
SNI2007_84114,samhällelig informationsförsörjning
SNI2007_84115,personalförvaltning och andra allmänna stödtjänster
SNI2007_84121,administration av grundskole- och gymnasieskoleutbildning
SNI2007_84122,administration av universitets- och högskoleutbildning samt forskning
SNI2007_84123,administration av hälso- och sjukvård
SNI2007_84124,administration av omsorg och socialtjänst
SNI2007_84125,"administration av program för kultur, miljö, boende m.m."
SNI2007_84131,administration av infrastrukturprogram
SNI2007_84132,"administration av program för jordbruk, skogsbruk, jakt och fiske"
SNI2007_84133,administration av arbetsmarknadsprogram
SNI2007_84139,administration av andra näringslivsprogram
SNI2007_84210,utrikesförvaltning
SNI2007_84221,militärt försvar
SNI2007_84222,gemensam verksamhet för totalförsvaret
SNI2007_84223,civilt försvar och frivilligförsvar
SNI2007_84231,åklagarverksamhet
SNI2007_84232,domstolsverksamhet
SNI2007_84233,kriminalvård
SNI2007_84240,polisverksamhet
SNI2007_84250,brand- och räddningsverksamhet
SNI2007_84300,obligatorisk socialförsäkring
SNI2007_85100,förskoleutbildning
SNI2007_85201,grundskoleutbildning och förskoleklass
SNI2007_85202,utbildning inom grundsärskola
SNI2007_85311,studieförberedande gymnasial utbildning
SNI2007_85312,kommunal vuxenutbildning o.d.
SNI2007_85321,gymnasial yrkesutbildning
SNI2007_85322,utbildning inom gymnasiesärskola
SNI2007_85323,annan gymnasial utbildning
SNI2007_85324,yrkesförarutbildning m.m.
SNI2007_85410,eftergymnasial utbildning vid annat än universitet och högskola
SNI2007_85420,universitets- eller högskoleutbildning
SNI2007_85510,sport- och fritidsutbildning
SNI2007_85521,kommunala kulturskolans utbildning
SNI2007_85522,"övrig musik-, dans- och kulturell utbildning"
SNI2007_85530,trafikskoleverksamhet
SNI2007_85591,arbetsmarknadsutbildning
SNI2007_85592,folkhögskoleutbildning
SNI2007_85593,studieförbundens och frivilligorganisationernas utbildning
SNI2007_85594,personalutbildning
SNI2007_85599,diverse övrig utbildning
SNI2007_85600,stödverksamhet för utbildningsväsendet
SNI2007_86101,sluten primärvård
SNI2007_86102,specialiserad sluten somatisk hälso- och sjukvård på sjukhus
SNI2007_86103,specialiserad sluten psykiatrisk hälso- och sjukvård på sjukhus
SNI2007_86211,primärvårdsmottagningar med läkare m.m.
SNI2007_86212,"annan allmän öppen hälso- och sjukvård, ej primärvård"
SNI2007_86221,"specialistläkarverksamhet inom öppenvård, på sjukhus"
SNI2007_86222,"specialistläkarverksamhet inom öppenvård, ej på sjukhus"
SNI2007_86230,tandläkarverksamhet
SNI2007_86901,medicinsk laboratorieverksamhet m.m.
SNI2007_86902,ambulanstransporter och ambulanssjukvård
SNI2007_86903,"primärvård, ej läkare"
SNI2007_86904,tandhygienistverksamhet
SNI2007_86905,fysioterapeutisk verksamhet  o.d.
SNI2007_86909,"annan öppen hälso- och sjukvård, utan läkare"
SNI2007_87100,boende med sjuksköterskevård
SNI2007_87201,boende med särskild service för personer med utvecklingsstörning eller  psykiska funktionshinder
SNI2007_87202,boende med särskild service för barn och ungdomar med missbruksproblem
SNI2007_87203,boende med särskild service för vuxna med missbruksproblem
SNI2007_87301,vård och omsorg i särskilda boendeformer för äldre personer
SNI2007_87302,vård och omsorg i särskilda boendeformer för  personer med funktionshinder
SNI2007_87901,heldygnsvård med boende för barn och ungdomar med sociala problem
SNI2007_87902,omsorg och sociala insatser i övriga boendeformer för vuxna
SNI2007_88101,öppna sociala insatser för äldre personer
SNI2007_88102,öppna sociala insatser för personer med funktionshinder
SNI2007_88910,dagbarnvård
SNI2007_88991,öppna sociala insatser för barn och ungdomar med sociala problem
SNI2007_88992,öppna sociala insatser för vuxna med missbruksproblem
SNI2007_88993,övriga öppna sociala insatser för vuxna
SNI2007_88994,humanitära insatser
SNI2007_88995,drift av flyktingförläggning
SNI2007_90010,artistisk verksamhet
SNI2007_90020,stödtjänster till artistisk verksamhet
SNI2007_90030,litterärt och konstnärligt skapande
SNI2007_90040,"drift av teatrar, konserthus o.d."
SNI2007_91011,biblioteksverksamhet
SNI2007_91012,arkivverksamhet
SNI2007_91020,museiverksamhet
SNI2007_91030,vård av historiska minnesmärken och byggnader och liknande sevärdheter
SNI2007_91040,"drift av botaniska trädgårdar, djurparker och naturreservat"
SNI2007_92000,spel- och vadhållningsverksamhet
SNI2007_93111,drift av skidsportanläggningar
SNI2007_93112,drift av golfbanor
SNI2007_93113,drift av motorbanor
SNI2007_93114,drift av trav- och galoppbanor
SNI2007_93119,"drift av sporthallar, idrottsplatser och andra sportanläggningar"
SNI2007_93120,sportklubbars och idrottsföreningars verksamhet
SNI2007_93130,drift av gymanläggningar
SNI2007_93191,tävling med hästar
SNI2007_93199,övrig sportverksamhet
SNI2007_93210,nöjes- och temaparksverksamhet
SNI2007_93290,övrig fritids- och nöjesverksamhet
SNI2007_94111,intressebevakning inom branschorganisationer
SNI2007_94112,intressebevakning inom arbetsgivarorganisationer
SNI2007_94120,intressebevakning inom yrkesorganisationer
SNI2007_94200,intressebevakning inom arbetstagarorganisationer
SNI2007_94910,verksamhet i religiösa samfund
SNI2007_94920,verksamhet i politiska organisationer
SNI2007_94990,verksamhet i andra intresseorganisationer
SNI2007_95110,reparation av datorer och kringutrustning
SNI2007_95120,reparation av kommunikationsutrustning
SNI2007_95210,reparation av hemelektronik
SNI2007_95220,reparation av hushållsapparater samt av utrustning för hem och trädgård
SNI2007_95230,lagning av skodon och lädervaror
SNI2007_95240,reparation av möbler och heminredning
SNI2007_95250,reparation av ur och guldsmedsvaror
SNI2007_95290,reparation av andra hushållsartiklar och personliga artiklar
SNI2007_96011,industri- och institutionstvätt
SNI2007_96012,konsumenttvätt
SNI2007_96021,hårvård
SNI2007_96022,skönhetsvård
SNI2007_96030,begravningsverksamhet
SNI2007_96040,kroppsvård
SNI2007_96090,övriga konsumenttjänster
SNI2007_97000,förvärvsarbete i hushåll
SNI2007_98100,hushållens produktion av diverse varor för eget bruk
SNI2007_98200,hushållens produktion av diverse tjänster för eget bruk
SNI2007_99000,"verksamhet vid internationella organisationer, utländska ambassader o.d."
SNI2007_0111,"odling av spannmål (utom ris), baljväxter och oljeväxter"
SNI2007_0112,odling av ris
SNI2007_0113,"odling av grönsaker och meloner, rotfrukter och stam- eller rotknölar"
SNI2007_0114,odling av sockerrör
SNI2007_0115,odling av tobak
SNI2007_0116,odling av fiberväxter
SNI2007_0119,odling av andra ett- och tvååriga växter
SNI2007_0121,odling av druvor
SNI2007_0122,odling av tropiska och subtropiska frukter
SNI2007_0123,odling av citrusfrukter
SNI2007_0124,odling av kärnfrukter och stenfrukter
SNI2007_0125,odling av andra frukter och bär samt nötter
SNI2007_0126,odling av oljehaltiga frukter
SNI2007_0127,odling av växter för dryckesframställning
SNI2007_0128,"odling av kryddväxter, drog- och medicinalväxter"
SNI2007_0129,odling av andra fleråriga växter
SNI2007_0130,odling av plantskoleväxter
SNI2007_0141,mjölkproduktion och uppfödning av nötkreatur av mjölkras
SNI2007_0142,uppfödning av andra nötkreatur och bufflar
SNI2007_0143,uppfödning av hästar och andra hästdjur
SNI2007_0144,uppfödning av kameler och kameldjur
SNI2007_0145,uppfödning av får och getter
SNI2007_0146,uppfödning av svin
SNI2007_0147,äggproduktion och uppfödning av fjäderfä
SNI2007_0149,uppfödning av andra djur
SNI2007_0150,blandat jordbruk
SNI2007_0161,service till växtodling
SNI2007_0162,service till husdjursskötsel
SNI2007_0163,bearbetning av skördade växter
SNI2007_0164,bearbetning av utsäde
SNI2007_0170,jakt och service i anslutning härtill
SNI2007_0210,skogsförvaltning och skogsskötsel
SNI2007_0220,drivning
SNI2007_0230,insamling av annat vilt växande skogsmaterial än trä
SNI2007_0240,service till skogsbruk
SNI2007_0311,saltvattensfiske
SNI2007_0312,sötvattensfiske
SNI2007_0321,fiskodling i salvatten
SNI2007_0322,fiskodling i sötvatten
SNI2007_0510,stenkolsutvinning
SNI2007_0520,brunkolsutvinning
SNI2007_0610,utvinning av råpetroleum
SNI2007_0620,utvinning av naturgas
SNI2007_0710,järnmalmsutvinning
SNI2007_0721,utvinning av uran- och toriummalm
SNI2007_0729,utvinning av annan malm
SNI2007_0811,"brytning av natursten, kalk- och gipssten, krita och skiffer"
SNI2007_0812,"utvinning av sand, grus och berg; utvinning av lera och kaolin"
SNI2007_0891,brytning av kemiska mineral
SNI2007_0892,torvutvinning
SNI2007_0893,saltutvinning
SNI2007_0899,diverse övrig utvinning av mineral
SNI2007_0910,stödtjänster till råpetroleum- och naturgasutvinning
SNI2007_0990,stödtjänster till annan utvinning
SNI2007_1011,beredning och hållbarhetsbehandling av kreaturskött
SNI2007_1012,beredning och hållbarhetsbehandling av fjäderfäkött
SNI2007_1013,charkuteri- och annan köttvarutillverkning
SNI2007_1020,beredning och hållbarhetsbehandling av fisk samt skal- och blötdjur
SNI2007_1031,beredning och hållbarhetsbehandling av potatis
SNI2007_1032,juice- och safttillverkning
SNI2007_1039,"annan beredning och hållbarhetsbehandling av frukt, bär och grönsaker"
SNI2007_1041,framställning av oljor och fetter
SNI2007_1042,matfettstillverkning
SNI2007_1051,mejerivarutillverkning
SNI2007_1052,glasstillverkning
SNI2007_1061,tillverkning av kvarnprodukter
SNI2007_1062,stärkelsetillverkning
SNI2007_1071,tillverkning av mjukt matbröd och färska bakverk
SNI2007_1072,"tillverkning av knäckebröd, kex och konserverade bakverk"
SNI2007_1073,tillverkning av pastaprodukter
SNI2007_1081,sockertillverkning
SNI2007_1082,"tillverkning av choklad, choklad- och sockerkonfektyrer"
SNI2007_1083,framställning av te och kaffe
SNI2007_1084,"tillverkning av senap, ketchup, kryddor och andra smaksättningsmedel"
SNI2007_1085,tillverkning av lagad mat och färdigrätter
SNI2007_1086,tillverkning av homogeniserade livsmedelspreparat inklusive dietmat
SNI2007_1089,framställning av andra livsmedel
SNI2007_1091,framställning av beredda fodermedel
SNI2007_1092,framställning av mat till sällskapsdjur
SNI2007_1101,"destillering, rening och tillblandning av spritdrycker"
SNI2007_1102,framställning av vin från druvor
SNI2007_1103,framställning av cider och andra fruktviner
SNI2007_1104,framställning av andra icke-destillerade jästa drycker
SNI2007_1105,framställning av öl
SNI2007_1106,framställning av malt
SNI2007_1107,"framställning av läskedrycker, mineralvatten och annat vatten på flaska"
SNI2007_1200,tobaksvarutillverkning
SNI2007_1310,garntillverkning
SNI2007_1320,vävnadstillverkning
SNI2007_1330,"blekning, färgning och annan textilberedning"
SNI2007_1391,tillverkning av trikåväv
SNI2007_1392,tillverkning av sydda textilvaror utom beklädnadsvaror
SNI2007_1393,tillverkning av mattor
SNI2007_1394,tågvirkes- och bindgarnstillverkning
SNI2007_1395,tillverkning av bondad duk
SNI2007_1396,tillverkning av andra tekniska textilier och industritextilier
SNI2007_1399,övrig textilietillverkning
SNI2007_1411,tillverkning av läder- och skinnkläder
SNI2007_1412,"tillverkning av arbets-, skydds- och överdragskläder"
SNI2007_1413,tillverkning av andra gång- och ytterkläder
SNI2007_1414,"tillverkning av underkläder, skjortor och blusar"
SNI2007_1419,tillverkning av andra beklädnadsvaror och tillbehör
SNI2007_1420,tillverkning av pälsvaror
SNI2007_1431,tillverkning av strumpor
SNI2007_1439,tillverkning av andra trikåvaror
SNI2007_1511,garvning och annan läderberedning; pälsberedning
SNI2007_1512,"tillverkning av reseffekter, handväskor, sadel- och seldon m. m."
SNI2007_1520,tillverkning av skodon
SNI2007_1610,sågning och hyvling av trä
SNI2007_1621,tillverkning av fanér och träbaserade skivor
SNI2007_1622,tillverkning av sammansatta parkettgolv
SNI2007_1623,tillverkning av andra byggnads- och inredningssnickerier
SNI2007_1624,träförpackningstillverkning
SNI2007_1629,"övrig trävarutillverkning; tillverkning av varor av kork, halm, rotting o.d."
SNI2007_1711,massatillverkning
SNI2007_1712,pappers- och papptillverkning
SNI2007_1721,tillverkning av wellpapp och pappers- och pappförpackningar
SNI2007_1722,tillverkning av hushålls- och hygienartiklar av papper
SNI2007_1723,"tillverkning av skrivpapper, kuvert o.d."
SNI2007_1724,tapettillverkning
SNI2007_1729,tillverkning av andra pappers- och pappvaror
SNI2007_1811,tryckning av dagstidningar
SNI2007_1812,annan tryckning
SNI2007_1813,grafiska tjänster före tryckning (prepress/premedia)
SNI2007_1814,bokbindning och andra tjänster i samband med tryckning
SNI2007_1820,reproduktion av inspelningar
SNI2007_1910,tillverkning av stenkolsprodukter
SNI2007_1920,petroleumraffinering
SNI2007_2011,industrigasframställning
SNI2007_2012,tillverkning av färgämnen
SNI2007_2013,tillverkning av andra oorganiska baskemikalier
SNI2007_2014,tillverkning av andra organiska baskemikalier
SNI2007_2015,tillverkning av gödselmedel och kväveprodukter
SNI2007_2016,basplastframställning
SNI2007_2017,tillverkning av syntetiskt basgummi
SNI2007_2020,tillverkning av bekämpningsmedel och andra lantbrukskemiska produkter
SNI2007_2030,"tillverkning av färg, lack, tryckfärg m.m."
SNI2007_2041,"tillverkning av tvål, såpa, tvättmedel och polermedel"
SNI2007_2042,tillverkning av parfymer och toalettartiklar
SNI2007_2051,sprängämnestillverkning
SNI2007_2052,tillverkning av lim
SNI2007_2053,tillverkning av eteriska oljor
SNI2007_2059,tillverkning av övriga kemiska produkter
SNI2007_2060,konstfibertillverkning
SNI2007_2110,tillverkning av farmaceutiska basprodukter
SNI2007_2120,tillverkning av läkemedel
SNI2007_2211,tillverkning av däck och slangar; regummering
SNI2007_2219,annan gummivarutillverkning
SNI2007_2221,tillverkning av plasthalvfabrikat
SNI2007_2222,plastförpackningstillverkning
SNI2007_2223,byggplastvarutillverkning
SNI2007_2229,annan plastvarutillverkning
SNI2007_2311,framställning av planglas
SNI2007_2312,bearbetning av planglas
SNI2007_2313,"tillverkning av buteljer, glasförpackningar och husgeråd av glas"
SNI2007_2314,tillverkning av glasfiber
SNI2007_2319,tillverkning av andra glasvaror inklusive tekniska glasvaror
SNI2007_2320,tillverkning av eldfasta produkter
SNI2007_2331,tillverkning av keramiska golv- och väggplattor
SNI2007_2332,"tillverkning av murtegel, takpannor och andra byggvaror av tegel"
SNI2007_2341,tillverkning av keramiska hushålls- och prydnadsartiklar
SNI2007_2342,tillverkning av keramiska sanitetsartiklar
SNI2007_2343,tillverkning av keramiska isolatorer o.d.
SNI2007_2344,tillverkning av andra tekniska keramiska produkter
SNI2007_2349,tillverkning av andra keramiska produkter
SNI2007_2351,tillverkning av cement
SNI2007_2352,tillverkning av kalk och gips
SNI2007_2361,tillverkning av betongvaror  för byggändamål
SNI2007_2362,tillverkning av gipsvaror  för byggändamål
SNI2007_2363,tillverkning av fabriksblandad betong
SNI2007_2364,tillverkning av murbruk
SNI2007_2365,tillverkning av fibercementvaror
SNI2007_2369,"tillverkning av andra varor av betong, cement och gips"
SNI2007_2370,"huggning, formning och slutlig bearbetning av sten"
SNI2007_2391,slipmedelstillverkning
SNI2007_2399,tillverkning av övriga icke-metalliska mineraliska produkter
SNI2007_2410,framställning av järn och stål samt ferrolegeringar
SNI2007_2420,"tillverkning av rör, ledningar, ihåliga profiler och tillbehör av stål"
SNI2007_2431,tillverkning av kalldragen stålstång
SNI2007_2432,tillverkning av kallvalsade stålband
SNI2007_2433,tillverkning av andra kallformade produkter av stål
SNI2007_2434,tillverkning av kalldragen ståltråd
SNI2007_2441,framställning av ädla metaller
SNI2007_2442,framställning av aluminium
SNI2007_2443,"framställning av bly, zink och tenn"
SNI2007_2444,framställning av koppar
SNI2007_2445,framställning av andra metaller
SNI2007_2446,tillverkning av kärnbränsle
SNI2007_2451,gjutning av järn
SNI2007_2452,gjutning av stål
SNI2007_2453,gjutning av lättmetall
SNI2007_2454,gjutning av andra metaller
SNI2007_2511,tillverkning av metallstommar och delar därav
SNI2007_2512,tillverkning av dörrar och fönster av metall
SNI2007_2521,tillverkning av radiatorer och pannor för centraluppvärmning
SNI2007_2529,"tillverkning av andra cisterner, tankar, kar och andra behållare av metall"
SNI2007_2530,tillverkning av ånggeneratorer utom varmvattenpannor för centraluppvärmning
SNI2007_2540,tillverkning av vapen och ammunition
SNI2007_2550,"smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
SNI2007_2561,beläggning och överdragning av metall
SNI2007_2562,metallegoarbeten
SNI2007_2571,tillverkning av bestick
SNI2007_2572,tillverkning av lås och gångjärn
SNI2007_2573,tillverkning av verktyg och redskap
SNI2007_2591,tillverkning av stålfat o.d. behållare
SNI2007_2592,tillverkning av lättmetallförpackningar
SNI2007_2593,"tillverkning av metalltrådvaror, kedjor och fjädrar"
SNI2007_2594,tillverkning av nitar och skruvar
SNI2007_2599,övrig metallvarutillverkning
SNI2007_2611,tillverkning av elektroniska komponenter
SNI2007_2612,tillverkning av kretskort
