id,label
Total asylum decisions,Total asylum decisions
Total positive decisions,Total positive decisions
Geneva Convention status,Geneva Convention status
Subsidiary protection status,Subsidiary protection status
Rejected asylum decisions,Rejected asylum decisions
Humanitarian status,Humanitarian status
Temporary protection status,Temporary protection status
