id,label
Construction confidence indicator,Construction confidence indicator
Consumer confidence indicator,Consumer confidence indicator
Economic sentiment indicator,Economic sentiment indicator
Industrial confidence indicator,Industrial confidence indicator
Retail confidence indicator,Retail confidence indicator
