id,label,parent
4387,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot kvinna 18 år eller äldre",3294
4388,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot man 18 år eller äldre",3294
4389,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka under 15 år, Inomhus",3294
4390,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka under 15 år, Utomhus",3294
4391,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka under 15 år, Fullbordat",3294
4392,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka under 15 år, Försök",3294
4393,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka under 15 år, Inomhus, fullbordat",3294
4394,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka under 15 år, Inomhus, försök",3294
4395,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka under 15 år, Utomhus, fullbordat",3294
4396,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot flicka under 15 år, Utomhus, försök",3294
4397,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke under 15 år, Inomhus",3294
4398,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke under 15 år, Utomhus",3294
4399,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke under 15 år, Fullbordat",3294
4400,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke under 15 år, Försök",3294
4401,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke under 15 år, Inomhus, fullbordat",3294
4402,"Sexualbrott, Våldtäkt inkl. grov (ingår även i våldsbrott), Mot pojke under 15 år, Inomhus, försök",3294
