id,label,smhi_id,municipality,parent,neighbours
smhi_138390,Hemling A,138390,Örnsköldsviks kommun,Västernorrlands län,"smhi_138180,smhi_138360,smhi_139120,smhi_138270,smhi_137220,smhi_138450,smhi_137350,smhi_138240"
smhi_138450,Södersel D,138450,Örnsköldsviks kommun,Västernorrlands län,"smhi_138180,smhi_138390,smhi_138360,smhi_139120,smhi_138270,smhi_137220,smhi_137350,smhi_138240"
smhi_139120,Skagsudde A,139120,Örnsköldsviks kommun,Västernorrlands län,"smhi_138180,smhi_138390,smhi_138360,smhi_138270,smhi_137220,smhi_138450,smhi_137350,smhi_138240"
smhi_139260,Järnäsklubb A,139260,Nordmalings kommun,Västerbottens län,"smhi_139440,smhi_139420"
smhi_139420,Torrböle D,139420,Nordmalings kommun,Västerbottens län,"smhi_139440,smhi_139260"
smhi_139440,Nordanbäck D,139440,Nordmalings kommun,Västerbottens län,"smhi_139260,smhi_139420"
smhi_139540,Vännäs D,139540,Vännäs kommun,Västerbottens län,
smhi_139570,Balsjö D,139570,Bjurholms kommun,Västerbottens län,
smhi_140460,Holmön A,140460,Umeå kommun,Västerbottens län,"smhi_140480,smhi_140470,smhi_150020,smhi_140490"
smhi_140470,Holmön D,140470,Umeå kommun,Västerbottens län,"smhi_140480,smhi_150020,smhi_140490,smhi_140460"
smhi_140480,Umeå Flygplats,140480,Umeå kommun,Västerbottens län,"smhi_140470,smhi_150020,smhi_140490,smhi_140460"
smhi_140490,Röbäcksdalen,140490,Umeå kommun,Västerbottens län,"smhi_140480,smhi_140470,smhi_150020,smhi_140460"
smhi_143440,Jormlien,143440,Strömsunds kommun,Jämtlands län,"smhi_145090,smhi_146050,smhi_136560,smhi_144230,smhi_144560,smhi_135350,smhi_145150,smhi_136490,smhi_144240,smhi_144310,smhi_135580,smhi_144220,smhi_144530,smhi_135550,smhi_145130,smhi_135460"
smhi_144220,Frostviken D,144220,Strömsunds kommun,Jämtlands län,"smhi_145090,smhi_146050,smhi_135580,smhi_144230,smhi_144560,smhi_135350,smhi_143440,smhi_136490,smhi_136560,smhi_144240,smhi_144530,smhi_145150,smhi_144310,smhi_135550,smhi_145130,smhi_135460"
smhi_144230,Håkafot D,144230,Strömsunds kommun,Jämtlands län,"smhi_145090,smhi_146050,smhi_135580,smhi_144560,smhi_135350,smhi_143440,smhi_136490,smhi_136560,smhi_144240,smhi_144310,smhi_145150,smhi_144220,smhi_144530,smhi_135550,smhi_145130,smhi_135460"
smhi_144240,Fågelberget D,144240,Strömsunds kommun,Jämtlands län,"smhi_145090,smhi_146050,smhi_135580,smhi_144230,smhi_144560,smhi_135350,smhi_143440,smhi_136490,smhi_136560,smhi_144310,smhi_145150,smhi_144220,smhi_144530,smhi_135550,smhi_145130,smhi_135460"
smhi_144310,Gäddede A,144310,Strömsunds kommun,Jämtlands län,"smhi_145090,smhi_146050,smhi_135580,smhi_144230,smhi_144560,smhi_135350,smhi_143440,smhi_136490,smhi_136560,smhi_144240,smhi_144530,smhi_145150,smhi_144220,smhi_135550,smhi_145130,smhi_135460"
smhi_144530,Ankarvattnet D,144530,Strömsunds kommun,Jämtlands län,"smhi_145090,smhi_146050,smhi_135580,smhi_144230,smhi_144560,smhi_135350,smhi_143440,smhi_136490,smhi_136560,smhi_144240,smhi_144310,smhi_145150,smhi_144220,smhi_135550,smhi_145130,smhi_135460"
smhi_144560,Leipikvattnet,144560,Strömsunds kommun,Jämtlands län,"smhi_145090,smhi_146050,smhi_135580,smhi_144230,smhi_135350,smhi_143440,smhi_136490,smhi_136560,smhi_144240,smhi_144310,smhi_145150,smhi_144220,smhi_144530,smhi_135550,smhi_145130,smhi_135460"
smhi_145090,Hillsand,145090,Strömsunds kommun,Jämtlands län,"smhi_144530,smhi_146050,smhi_135580,smhi_144230,smhi_144560,smhi_135350,smhi_143440,smhi_136490,smhi_136560,smhi_144240,smhi_144310,smhi_145150,smhi_144220,smhi_135550,smhi_145130,smhi_135460"
smhi_145130,Gubbhögen A,145130,Strömsunds kommun,Jämtlands län,"smhi_145090,smhi_146050,smhi_135580,smhi_144560,smhi_135350,smhi_143440,smhi_136490,smhi_136560,smhi_144240,smhi_144310,smhi_145150,smhi_144220,smhi_144530,smhi_135550,smhi_144230,smhi_135460"
smhi_145150,Kyrktåsjö D,145150,Strömsunds kommun,Jämtlands län,"smhi_145090,smhi_146050,smhi_136560,smhi_144230,smhi_144560,smhi_135350,smhi_143440,smhi_136490,smhi_144240,smhi_144310,smhi_135580,smhi_144220,smhi_144530,smhi_135550,smhi_145130,smhi_135460"
smhi_145340,Högland D,145340,Dorotea kommun,Västerbottens län,smhi_145500
smhi_145500,Avasjö-Borgafjäll D,145500,Dorotea kommun,Västerbottens län,smhi_145340
smhi_145570,Stalon II,145570,Vilhelmina kommun,Västerbottens län,"smhi_155770,smhi_147390,smhi_146350,smhi_155790,smhi_154730"
smhi_146050,Hoting A,146050,Strömsunds kommun,Jämtlands län,"smhi_145090,smhi_135580,smhi_144230,smhi_144560,smhi_135350,smhi_143440,smhi_136490,smhi_136560,smhi_144240,smhi_144310,smhi_145150,smhi_144220,smhi_144530,smhi_135550,smhi_145130,smhi_135460"
smhi_146350,Vilhelmina A,146350,Vilhelmina kommun,Västerbottens län,"smhi_155770,smhi_147390,smhi_145570,smhi_155790,smhi_154730"
smhi_147020,Ytterrissjö D,147020,Åsele kommun,Västerbottens län,"smhi_148040,smhi_147090,smhi_147100"
smhi_147090,Åsele A,147090,Åsele kommun,Västerbottens län,"smhi_148040,smhi_147020,smhi_147100"
smhi_147100,Åsele,147100,Åsele kommun,Västerbottens län,"smhi_148040,smhi_147090,smhi_147020"
smhi_147390,Latikberg D,147390,Vilhelmina kommun,Västerbottens län,"smhi_155770,smhi_146350,smhi_145570,smhi_155790,smhi_154730"
smhi_147560,Gunnarn A,147560,Storumans kommun,Västerbottens län,"smhi_156230,smhi_156780,smhi_155970,smhi_156840,smhi_155940,smhi_155960,smhi_164730"
smhi_148040,Fredrika A,148040,Åsele kommun,Västerbottens län,"smhi_147090,smhi_147020,smhi_147100"
smhi_148200,Granträsk D,148200,Lycksele kommun,Västerbottens län,"smhi_148370,smhi_148490,smhi_148550,smhi_148330"
smhi_148330,Lycksele A,148330,Lycksele kommun,Västerbottens län,"smhi_148370,smhi_148490,smhi_148550,smhi_148200"
smhi_148370,Bäverträsk,148370,Lycksele kommun,Västerbottens län,"smhi_148550,smhi_148490,smhi_148330,smhi_148200"
smhi_148490,Rusksele D,148490,Lycksele kommun,Västerbottens län,"smhi_148370,smhi_148550,smhi_148330,smhi_148200"
smhi_148550,Norrby,148550,Lycksele kommun,Västerbottens län,"smhi_148370,smhi_148490,smhi_148330,smhi_148200"
smhi_149120,Vindeln-Sunnansjönäs,149120,Vindelns kommun,Västerbottens län,"smhi_149230,smhi_149340,smhi_149150,smhi_149390"
smhi_149150,Granö D,149150,Vindelns kommun,Västerbottens län,"smhi_149230,smhi_149340,smhi_149120,smhi_149390"
smhi_149230,Malkälen D,149230,Vindelns kommun,Västerbottens län,"smhi_149340,smhi_149120,smhi_149150,smhi_149390"
smhi_149340,Petisträsk A,149340,Vindelns kommun,Västerbottens län,"smhi_149230,smhi_149120,smhi_149150,smhi_149390"
smhi_149390,Brännforssund,149390,Vindelns kommun,Västerbottens län,"smhi_149230,smhi_149340,smhi_149120,smhi_149150"
smhi_149400,Kalvträsk D,149400,Skellefteå kommun,Västerbottens län,"smhi_151280,smhi_150500,smhi_150530,smhi_160710,smhi_151380,smhi_161710,smhi_150460,smhi_150210,smhi_150440"
smhi_149470,Talliden,149470,Norsjö kommun,Västerbottens län,smhi_149560
smhi_149560,Norsjö A,149560,Norsjö kommun,Västerbottens län,smhi_149470
smhi_150020,Tavelsjö D,150020,Umeå kommun,Västerbottens län,"smhi_140480,smhi_140470,smhi_140490,smhi_140460"
smhi_150200,Brände,150200,Robertsfors kommun,Västerbottens län,
smhi_150210,Bygdsiljum D,150210,Skellefteå kommun,Västerbottens län,"smhi_151280,smhi_150500,smhi_150460,smhi_150530,smhi_160710,smhi_151380,smhi_161710,smhi_149400,smhi_150440"
smhi_150440,Grönliden,150440,Skellefteå kommun,Västerbottens län,"smhi_151280,smhi_150500,smhi_149400,smhi_150530,smhi_160710,smhi_151380,smhi_161710,smhi_150460,smhi_150210"
smhi_150460,Holmfors D,150460,Skellefteå kommun,Västerbottens län,"smhi_151280,smhi_150500,smhi_150530,smhi_160710,smhi_151380,smhi_161710,smhi_149400,smhi_150210,smhi_150440"
smhi_150500,Kåge,150500,Skellefteå kommun,Västerbottens län,"smhi_151280,smhi_150460,smhi_150530,smhi_160710,smhi_151380,smhi_161710,smhi_149400,smhi_150210,smhi_150440"
smhi_150530,Kusmark D,150530,Skellefteå kommun,Västerbottens län,"smhi_151280,smhi_150500,smhi_150460,smhi_160710,smhi_151380,smhi_161710,smhi_149400,smhi_150210,smhi_150440"
smhi_151280,Bjuröklubb A,151280,Skellefteå kommun,Västerbottens län,"smhi_150500,smhi_150460,smhi_150530,smhi_160710,smhi_151380,smhi_161710,smhi_149400,smhi_150210,smhi_150440"
smhi_151380,Skellefteå Flygplats,151380,Skellefteå kommun,Västerbottens län,"smhi_151280,smhi_150500,smhi_150460,smhi_150530,smhi_160710,smhi_161710,smhi_149400,smhi_150210,smhi_150440"
smhi_154730,Stekenjokk A,154730,Vilhelmina kommun,Västerbottens län,"smhi_155770,smhi_147390,smhi_146350,smhi_145570,smhi_155790"
smhi_155770,Kittelfjäll D,155770,Vilhelmina kommun,Västerbottens län,"smhi_147390,smhi_146350,smhi_145570,smhi_155790,smhi_154730"
smhi_155790,Gielas A,155790,Vilhelmina kommun,Västerbottens län,"smhi_155770,smhi_147390,smhi_146350,smhi_145570,smhi_154730"
smhi_155940,Hemavan D,155940,Storumans kommun,Västerbottens län,"smhi_156230,smhi_156780,smhi_155970,smhi_156840,smhi_155960,smhi_147560,smhi_164730"
smhi_155960,Hemavan-Gierevarto A,155960,Storumans kommun,Västerbottens län,"smhi_156230,smhi_156780,smhi_155970,smhi_156840,smhi_155940,smhi_147560,smhi_164730"
smhi_155970,Hemavan Flygplats,155970,Storumans kommun,Västerbottens län,"smhi_156230,smhi_156780,smhi_156840,smhi_155940,smhi_155960,smhi_147560,smhi_164730"
smhi_156230,Bastansjö D,156230,Storumans kommun,Västerbottens län,"smhi_156780,smhi_155970,smhi_156840,smhi_155940,smhi_155960,smhi_147560,smhi_164730"
smhi_156780,Blaiken D,156780,Storumans kommun,Västerbottens län,"smhi_156230,smhi_155970,smhi_156840,smhi_155940,smhi_155960,smhi_147560,smhi_164730"
smhi_156840,Nordanås,156840,Storumans kommun,Västerbottens län,"smhi_156230,smhi_156780,smhi_155970,smhi_155940,smhi_155960,smhi_147560,smhi_164730"
smhi_156880,Fjällsjönäs,156880,Sorsele kommun,Västerbottens län,"smhi_157790,smhi_157750,smhi_157860,smhi_157970,smhi_157870"
smhi_157750,Sadiliden,157750,Sorsele kommun,Västerbottens län,"smhi_157790,smhi_157860,smhi_157970,smhi_157870,smhi_156880"
smhi_157790,Gargnäs D,157790,Sorsele kommun,Västerbottens län,"smhi_157750,smhi_157860,smhi_157970,smhi_157870,smhi_156880"
smhi_157860,Sorsele,157860,Sorsele kommun,Västerbottens län,"smhi_157790,smhi_157750,smhi_157970,smhi_157870,smhi_156880"
smhi_157870,Buresjön A,157870,Sorsele kommun,Västerbottens län,"smhi_157790,smhi_157750,smhi_157860,smhi_157970,smhi_156880"
smhi_157970,Klippen D,157970,Sorsele kommun,Västerbottens län,"smhi_157790,smhi_157860,smhi_157750,smhi_157870,smhi_156880"
smhi_158740,Malå-Brännan A,158740,Malå kommun,Västerbottens län,"smhi_158750,smhi_158820,smhi_159760"
smhi_158750,Malå,158750,Malå kommun,Västerbottens län,"smhi_158820,smhi_158740,smhi_159760"
smhi_158820,Adak D,158820,Malå kommun,Västerbottens län,"smhi_158750,smhi_158740,smhi_159760"
smhi_158980,Arjeplog-Myrheden D,158980,Arjeplogs kommun,Norrbottens län,"smhi_167790,smhi_166810,smhi_166910,smhi_167710"
smhi_158990,Abraur,158990,Arvidsjaurs kommun,Norrbottens län,"smhi_160970,smhi_159880,smhi_159770,smhi_160960"
smhi_159760,Långträsk D,159760,Malå kommun,Västerbottens län,"smhi_158750,smhi_158820,smhi_158740"
smhi_159770,Glommersträsk,159770,Arvidsjaurs kommun,Norrbottens län,"smhi_160970,smhi_159880,smhi_160960,smhi_158990"
smhi_159880,Arvidsjaur A,159880,Arvidsjaurs kommun,Norrbottens län,"smhi_160970,smhi_159770,smhi_160960,smhi_158990"
smhi_160710,Jörn D,160710,Skellefteå kommun,Västerbottens län,"smhi_151280,smhi_150500,smhi_150460,smhi_150530,smhi_151380,smhi_161710,smhi_149400,smhi_150210,smhi_150440"
smhi_160850,Koler D,160850,Piteå kommun,Norrbottens län,smhi_161790
smhi_160960,Vidsel,160960,Arvidsjaurs kommun,Norrbottens län,"smhi_159880,smhi_159770,smhi_160970,smhi_158990"
smhi_160970,Vidsel Mo,160970,Arvidsjaurs kommun,Norrbottens län,"smhi_159880,smhi_159770,smhi_160960,smhi_158990"
smhi_161710,Pite-Rönnskär A,161710,Skellefteå kommun,Västerbottens län,"smhi_151280,smhi_150500,smhi_150460,smhi_150530,smhi_160710,smhi_151380,smhi_149400,smhi_150210,smhi_150440"
smhi_161790,Piteå,161790,Piteå kommun,Norrbottens län,smhi_160850
smhi_161900,Klöverträsk D,161900,Luleå kommun,Norrbottens län,"smhi_162790,smhi_162860,smhi_162870"
smhi_161910,Älvsbyn A,161910,Älvsbyns kommun,Norrbottens län,
smhi_161930,Brännberg D,161930,Bodens kommun,Norrbottens län,"smhi_170670,smhi_171790,smhi_161940,smhi_171720"
smhi_161940,Boden Mo,161940,Bodens kommun,Norrbottens län,"smhi_170670,smhi_171790,smhi_161930,smhi_171720"
smhi_162790,Rödkallen A,162790,Luleå kommun,Norrbottens län,"smhi_161900,smhi_162860,smhi_162870"
smhi_162860,Luleå Flygplats,162860,Luleå kommun,Norrbottens län,"smhi_161900,smhi_162790,smhi_162870"
smhi_162870,Luleå-Bergnäset,162870,Luleå kommun,Norrbottens län,"smhi_161900,smhi_162790,smhi_162860"
smhi_163900,Storön A,163900,Kalix kommun,Norrbottens län,smhi_163940
smhi_163940,Kalix D,163940,Kalix kommun,Norrbottens län,smhi_163900
smhi_163950,Haparanda D,163950,Haparanda kommun,Norrbottens län,"smhi_163960,smhi_173710"
smhi_163960,Haparanda A,163960,Haparanda kommun,Norrbottens län,"smhi_163950,smhi_173710"
smhi_164730,Mjölkbäcken,164730,Storumans kommun,Västerbottens län,"smhi_156230,smhi_156780,smhi_155970,smhi_156840,smhi_155940,smhi_155960,smhi_147560"
smhi_166810,Jäckvik,166810,Arjeplogs kommun,Norrbottens län,"smhi_167790,smhi_158980,smhi_166910,smhi_167710"
smhi_166910,Mierkenis A,166910,Arjeplogs kommun,Norrbottens län,"smhi_167790,smhi_166810,smhi_158980,smhi_167710"
smhi_167710,Arjeplog A,167710,Arjeplogs kommun,Norrbottens län,"smhi_166810,smhi_158980,smhi_166910,smhi_167790"
smhi_167790,Svartberget D,167790,Arjeplogs kommun,Norrbottens län,"smhi_166810,smhi_158980,smhi_166910,smhi_167710"
smhi_167980,Kvikkjokk-Årrenjarka,167980,Jokkmokks kommun,Norrbottens län,"smhi_178820,smhi_167990,smhi_170760,smhi_170850,smhi_169790,smhi_170860,smhi_178860,smhi_169880"
smhi_167990,Kvikkjokk-Årrenjarka A,167990,Jokkmokks kommun,Norrbottens län,"smhi_178820,smhi_170760,smhi_170850,smhi_169790,smhi_170860,smhi_178860,smhi_169880,smhi_167980"
smhi_169790,Tjåkaape Mo,169790,Jokkmokks kommun,Norrbottens län,"smhi_178820,smhi_167990,smhi_170760,smhi_170850,smhi_170860,smhi_178860,smhi_169880,smhi_167980"
smhi_169880,Jokkmokk,169880,Jokkmokks kommun,Norrbottens län,"smhi_178820,smhi_167990,smhi_170760,smhi_170850,smhi_169790,smhi_170860,smhi_178860,smhi_167980"
smhi_170670,Harads D,170670,Bodens kommun,Norrbottens län,"smhi_171790,smhi_161940,smhi_161930,smhi_171720"
smhi_170760,Puottaure,170760,Jokkmokks kommun,Norrbottens län,"smhi_178820,smhi_167990,smhi_170850,smhi_169790,smhi_170860,smhi_178860,smhi_169880,smhi_167980"
smhi_170850,Murjek D,170850,Jokkmokks kommun,Norrbottens län,"smhi_178820,smhi_167990,smhi_170760,smhi_169790,smhi_170860,smhi_178860,smhi_169880,smhi_167980"
smhi_170860,Jokkmokk Flygplats Mo,170860,Jokkmokks kommun,Norrbottens län,"smhi_178820,smhi_167990,smhi_170760,smhi_170850,smhi_169790,smhi_178860,smhi_169880,smhi_167980"
smhi_170930,Nattavaara A,170930,Gällivare kommun,Norrbottens län,"smhi_171930,smhi_171990,smhi_180770,smhi_180750,smhi_180760,smhi_179960,smhi_177930"
smhi_171720,Sörbyn,171720,Bodens kommun,Norrbottens län,"smhi_170670,smhi_171790,smhi_161940,smhi_161930"
smhi_171790,Lakaträsk A,171790,Bodens kommun,Norrbottens län,"smhi_170670,smhi_161940,smhi_161930,smhi_171720"
smhi_171930,Skröven D,171930,Gällivare kommun,Norrbottens län,"smhi_171990,smhi_170930,smhi_180770,smhi_180750,smhi_180760,smhi_179960,smhi_177930"
smhi_171990,Sadjem D,171990,Gällivare kommun,Norrbottens län,"smhi_171930,smhi_170930,smhi_180770,smhi_180750,smhi_180760,smhi_179960,smhi_177930"
smhi_172770,Överkalix-Svartbyn A,172770,Överkalix kommun,Norrbottens län,"smhi_172840,smhi_172780"
smhi_172780,Talljärv D,172780,Överkalix kommun,Norrbottens län,"smhi_172770,smhi_172840"
smhi_172840,Rödupp,172840,Överkalix kommun,Norrbottens län,"smhi_172770,smhi_172780"
smhi_172920,Markusvinsa,172920,Pajala kommun,Norrbottens län,"smhi_182740,smhi_182800,smhi_183920,smhi_173980,smhi_182910,smhi_172940,smhi_182810,smhi_193730,smhi_183750,smhi_182850"
smhi_172940,Paharova A,172940,Pajala kommun,Norrbottens län,"smhi_182740,smhi_182800,smhi_183920,smhi_173980,smhi_182910,smhi_172920,smhi_182810,smhi_193730,smhi_183750,smhi_182850"
smhi_173710,Karungi,173710,Haparanda kommun,Norrbottens län,"smhi_163960,smhi_163950"
smhi_173760,Kypasjärvi D,173760,Övertorneå kommun,Norrbottens län,"smhi_173810,smhi_173890,smhi_173900"
smhi_173810,Övertorneå,173810,Övertorneå kommun,Norrbottens län,"smhi_173890,smhi_173760,smhi_173900"
smhi_173890,Svanstein,173890,Övertorneå kommun,Norrbottens län,"smhi_173810,smhi_173760,smhi_173900"
smhi_173900,Ylinenjärvi A,173900,Övertorneå kommun,Norrbottens län,"smhi_173890,smhi_173760,smhi_173810"
smhi_173980,Jarhois,173980,Pajala kommun,Norrbottens län,"smhi_182740,smhi_182800,smhi_183920,smhi_182910,smhi_172920,smhi_172940,smhi_182810,smhi_193730,smhi_183750,smhi_182850"
smhi_177930,Ritsem A,177930,Gällivare kommun,Norrbottens län,"smhi_171930,smhi_171990,smhi_170930,smhi_180770,smhi_180750,smhi_180760,smhi_179960"
smhi_178820,Björkudden,178820,Jokkmokks kommun,Norrbottens län,"smhi_167990,smhi_170760,smhi_170850,smhi_169790,smhi_170860,smhi_178860,smhi_169880,smhi_167980"
smhi_178860,Stora Sjöfallet A,178860,Jokkmokks kommun,Norrbottens län,"smhi_178820,smhi_167990,smhi_170760,smhi_170850,smhi_169790,smhi_170860,smhi_169880,smhi_167980"
smhi_178970,Tarfala A,178970,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_192710,smhi_180940,smhi_181850,smhi_181900,smhi_191730,smhi_182930,smhi_191940,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_188850"
smhi_179960,Nikkaluokta A,179960,Gällivare kommun,Norrbottens län,"smhi_171930,smhi_171990,smhi_170930,smhi_180770,smhi_180750,smhi_180760,smhi_177930"
smhi_180750,Malmberget,180750,Gällivare kommun,Norrbottens län,"smhi_171990,smhi_170930,smhi_180770,smhi_171930,smhi_180760,smhi_179960,smhi_177930"
smhi_180760,Gällivare A,180760,Gällivare kommun,Norrbottens län,"smhi_171930,smhi_171990,smhi_170930,smhi_180770,smhi_180750,smhi_179960,smhi_177930"
smhi_180770,Latnivaara A,180770,Gällivare kommun,Norrbottens län,"smhi_171930,smhi_171990,smhi_170930,smhi_180750,smhi_180760,smhi_179960,smhi_177930"
smhi_180940,Kiruna Flygplats,180940,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_192710,smhi_181850,smhi_181900,smhi_191730,smhi_182930,smhi_191940,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_178970,smhi_188850"
smhi_180950,Jukkasjärvi D,180950,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_182930,smhi_192710,smhi_180940,smhi_181850,smhi_191730,smhi_191940,smhi_181970,smhi_189720,smhi_181890,smhi_188820,smhi_192840,smhi_191910,smhi_181900,smhi_178970,smhi_188850"
smhi_181850,Parakka,181850,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_192710,smhi_180940,smhi_181900,smhi_191730,smhi_182930,smhi_191940,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_178970,smhi_188850"
smhi_181890,Svappavaara,181890,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_192710,smhi_180940,smhi_181850,smhi_191730,smhi_182930,smhi_191940,smhi_189720,smhi_181900,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_178970,smhi_188850"
smhi_181900,Vittangi,181900,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_192710,smhi_180940,smhi_181850,smhi_191730,smhi_182930,smhi_191940,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_178970,smhi_188850"
smhi_181970,Esrange,181970,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_182930,smhi_192710,smhi_180940,smhi_181850,smhi_181900,smhi_191730,smhi_191940,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_178970,smhi_188850"
smhi_182740,Tärendö D,182740,Pajala kommun,Norrbottens län,"smhi_182800,smhi_183920,smhi_173980,smhi_182910,smhi_172920,smhi_172940,smhi_182810,smhi_193730,smhi_183750,smhi_182850"
smhi_182800,Saittarova D,182800,Pajala kommun,Norrbottens län,"smhi_182740,smhi_183920,smhi_173980,smhi_182910,smhi_172920,smhi_172940,smhi_182810,smhi_193730,smhi_183750,smhi_182850"
smhi_182810,Saittarova A,182810,Pajala kommun,Norrbottens län,"smhi_182740,smhi_182800,smhi_183920,smhi_173980,smhi_182910,smhi_172920,smhi_172940,smhi_193730,smhi_183750,smhi_182850"
smhi_182850,Kangos D,182850,Pajala kommun,Norrbottens län,"smhi_182740,smhi_182800,smhi_183920,smhi_173980,smhi_182910,smhi_172920,smhi_172940,smhi_182810,smhi_193730,smhi_183750"
smhi_182910,Parkalompolo A,182910,Pajala kommun,Norrbottens län,"smhi_182740,smhi_182800,smhi_183920,smhi_173980,smhi_172920,smhi_172940,smhi_182810,smhi_193730,smhi_183750,smhi_182850"
smhi_182930,Lainio,182930,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_192710,smhi_180940,smhi_181850,smhi_181900,smhi_191730,smhi_191940,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_178970,smhi_188850"
smhi_183750,Pajala A,183750,Pajala kommun,Norrbottens län,"smhi_182740,smhi_182800,smhi_183920,smhi_173980,smhi_182910,smhi_172920,smhi_172940,smhi_182810,smhi_193730,smhi_182850"
smhi_183920,Parkajoki,183920,Pajala kommun,Norrbottens län,"smhi_182740,smhi_182800,smhi_173980,smhi_182910,smhi_172920,smhi_172940,smhi_182810,smhi_193730,smhi_183750,smhi_182850"
smhi_188800,Abisko,188800,Kiruna kommun,Norrbottens län,"smhi_182930,smhi_192710,smhi_180940,smhi_181850,smhi_181900,smhi_191730,smhi_191940,smhi_181970,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_178970,smhi_188850"
smhi_188820,Katterjåkk,188820,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_182930,smhi_192710,smhi_180940,smhi_181850,smhi_191730,smhi_191940,smhi_181970,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_181900,smhi_178970,smhi_188850"
smhi_188850,Katterjåkk A,188850,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_182930,smhi_192710,smhi_180940,smhi_181850,smhi_181900,smhi_191730,smhi_191940,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_178970,smhi_181970"
smhi_189720,Rensjön A,189720,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_192710,smhi_180940,smhi_181850,smhi_181900,smhi_191730,smhi_182930,smhi_191940,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_178970,smhi_188850"
smhi_191730,Övre Soppero,191730,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_192710,smhi_180940,smhi_181850,smhi_181900,smhi_182930,smhi_191940,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_178970,smhi_188850"
smhi_191910,Naimakka A,191910,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_192710,smhi_180940,smhi_181900,smhi_191730,smhi_182930,smhi_191940,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_181850,smhi_188820,smhi_178970,smhi_188850"
smhi_191940,Saarikoski D,191940,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_192710,smhi_180940,smhi_181850,smhi_181900,smhi_191730,smhi_182930,smhi_178970,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_188850"
smhi_192710,Lannavaara D,192710,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_181970,smhi_191940,smhi_180940,smhi_181850,smhi_181900,smhi_191730,smhi_182930,smhi_178970,smhi_189720,smhi_181890,smhi_180950,smhi_192840,smhi_191910,smhi_188820,smhi_188850"
smhi_192840,Karesuando A,192840,Kiruna kommun,Norrbottens län,"smhi_188800,smhi_182930,smhi_192710,smhi_180940,smhi_181850,smhi_181900,smhi_191730,smhi_191940,smhi_189720,smhi_181890,smhi_180950,smhi_181970,smhi_191910,smhi_188820,smhi_178970,smhi_188850"
smhi_193730,Kätkesuando,193730,Pajala kommun,Norrbottens län,"smhi_182740,smhi_182800,smhi_183920,smhi_173980,smhi_182910,smhi_172920,smhi_172940,smhi_182810,smhi_183750,smhi_182850"
smhi_52230,Falsterbo,52230,Vellinge kommun,Skåne län,smhi_52240
smhi_52240,Falsterbo A,52240,Vellinge kommun,Skåne län,smhi_52230
smhi_52350,Malmö A,52350,Malmö kommun,Skåne län,smhi_53360
smhi_52520,Landskrona D,52520,Landskrona kommun,Skåne län,
smhi_53190,Beddingestrand,53190,Trelleborgs kommun,Skåne län,smhi_53230
smhi_53230,Trelleborg,53230,Trelleborgs kommun,Skåne län,smhi_53190
smhi_53260,Ystad,53260,Ystads kommun,Skåne län,smhi_54300
smhi_53280,Skurup D,53280,Skurups kommun,Skåne län,
smhi_53300,Sturup,53300,Svedala kommun,Skåne län,
smhi_53320,Tomelilla,53320,Tomelilla kommun,Skåne län,smhi_54410
smhi_53360,Malmö,53360,Malmö kommun,Skåne län,smhi_52350
