id,label,smhi_id,municipality,parent,neighbours
smhi_53380,Björnstorp,53380,Lunds kommun,Skåne län,"smhi_53410,smhi_53430"
smhi_53400,Lövestad,53400,Sjöbo kommun,Skåne län,smhi_53450
smhi_53410,Vomb,53410,Lunds kommun,Skåne län,"smhi_53430,smhi_53380"
smhi_53430,Lund,53430,Lunds kommun,Skåne län,"smhi_53410,smhi_53380"
smhi_53450,Sjöbo D,53450,Sjöbo kommun,Skåne län,smhi_53400
smhi_53530,Hörby A,53530,Hörby kommun,Skåne län,
smhi_53540,Stehag,53540,Höörs kommun,Skåne län,
smhi_53570,Knopparp D,53570,Kristianstads kommun,Skåne län,"smhi_64080,smhi_64030,smhi_54480"
smhi_54290,Skillinge A,54290,Simrishamns kommun,Skåne län,smhi_54340
smhi_54300,Bollerup,54300,Ystads kommun,Skåne län,smhi_53260
smhi_54340,Stiby,54340,Simrishamns kommun,Skåne län,smhi_54290
smhi_54410,Brösarp D,54410,Tomelilla kommun,Skåne län,smhi_53320
smhi_54480,Degeberga D,54480,Kristianstads kommun,Skåne län,"smhi_64080,smhi_64030,smhi_53570"
smhi_55570,Utklippan A,55570,Karlskrona kommun,Blekinge län,"smhi_65090,smhi_65120,smhi_66170,smhi_65180,smhi_66180"
smhi_62020,Helsingborg 2,62020,Helsingborgs kommun,Skåne län,"smhi_62120,smhi_62040"
smhi_62040,Helsingborg A,62040,Helsingborgs kommun,Skåne län,"smhi_62120,smhi_62020"
smhi_62120,Tånga,62120,Helsingborgs kommun,Skåne län,"smhi_62020,smhi_62040"
smhi_62130,Munka-Ljungby D,62130,Ängelholms kommun,Skåne län,smhi_62180
smhi_62140,Nyhamnsläge,62140,Höganäs kommun,Skåne län,smhi_62150
smhi_62150,Louisefred,62150,Höganäs kommun,Skåne län,smhi_62140
smhi_62180,Barkåkra,62180,Ängelholms kommun,Skåne län,smhi_62130
smhi_62220,Baramossa,62220,Laholms kommun,Hallands län,"smhi_62300,smhi_63320"
smhi_62260,Hallands Väderö A,62260,Båstads kommun,Skåne län,smhi_62270
smhi_62270,Hov,62270,Båstads kommun,Skåne län,smhi_62260
smhi_62300,Laholm D,62300,Laholms kommun,Hallands län,"smhi_63320,smhi_62220"
smhi_62400,Halmstad,62400,Halmstads kommun,Hallands län,smhi_63410
smhi_62510,Eftra D,62510,Falkenbergs kommun,Hallands län,"smhi_72090,smhi_72140"
smhi_63010,Gillastig,63010,Svalövs kommun,Skåne län,
smhi_63070,Klippan,63070,Klippans kommun,Skåne län,
smhi_63160,Hästveda Mo,63160,Hässleholms kommun,Skåne län,smhi_63180
smhi_63170,Örkelljunga,63170,Örkelljunga kommun,Skåne län,
smhi_63180,Bjärnum D,63180,Hässleholms kommun,Skåne län,smhi_63160
smhi_63220,Osby,63220,Osby kommun,Skåne län,smhi_64250
smhi_63280,Markaryd,63280,Markaryds kommun,Kronobergs län,
smhi_63320,Knäred D,63320,Laholms kommun,Hallands län,"smhi_62300,smhi_62220"
smhi_63410,Marbäck D,63410,Halmstads kommun,Hallands län,smhi_62400
smhi_63500,Ljungby D,63500,Ljungby kommun,Kronobergs län,"smhi_63670,smhi_63510,smhi_64550,smhi_63550"
smhi_63510,Ljungby A,63510,Ljungby kommun,Kronobergs län,"smhi_63670,smhi_63500,smhi_64550,smhi_63550"
smhi_63550,Bakarebo D,63550,Ljungby kommun,Kronobergs län,"smhi_63670,smhi_63510,smhi_63500,smhi_64550"
smhi_63590,Torup A,63590,Hylte kommun,Hallands län,
smhi_63670,Lidhult D,63670,Ljungby kommun,Kronobergs län,"smhi_64550,smhi_63510,smhi_63500,smhi_63550"
smhi_64020,Hanö A,64020,Sölvesborgs kommun,Blekinge län,
smhi_64030,Kristianstad,64030,Kristianstads kommun,Skåne län,"smhi_64080,smhi_53570,smhi_54480"
smhi_64070,Bromölla,64070,Bromölla kommun,Skåne län,
smhi_64080,Norra Ströö,64080,Kristianstads kommun,Skåne län,"smhi_64030,smhi_53570,smhi_54480"
smhi_64130,Karlshamn,64130,Karlshamns kommun,Blekinge län,
smhi_64170,Olofström,64170,Olofströms kommun,Blekinge län,
smhi_64250,Olastorp,64250,Osby kommun,Skåne län,smhi_63220
smhi_64320,Tingsryd-Degerhaga,64320,Tingsryds kommun,Kronobergs län,smhi_65370
smhi_64380,Pjätteryd,64380,Älmhults kommun,Kronobergs län,smhi_64410
smhi_64410,Hyltan,64410,Älmhults kommun,Kronobergs län,smhi_64380
smhi_64510,Växjö A,64510,Växjö kommun,Kronobergs län,"smhi_74080,smhi_74030,smhi_64520"
smhi_64520,Växjö D,64520,Växjö kommun,Kronobergs län,"smhi_74080,smhi_74030,smhi_64510"
smhi_64550,Åby,64550,Ljungby kommun,Kronobergs län,"smhi_63670,smhi_63510,smhi_63500,smhi_63550"
smhi_64590,Räfsebo D,64590,Värnamo kommun,Jönköpings län,"smhi_74180,smhi_73060"
smhi_65090,Karlskrona-Söderstjerna Mo,65090,Karlskrona kommun,Blekinge län,"smhi_65120,smhi_55570,smhi_66170,smhi_65180,smhi_66180"
smhi_65120,Lyckeby,65120,Karlskrona kommun,Blekinge län,"smhi_65090,smhi_55570,smhi_66170,smhi_65180,smhi_66180"
smhi_65160,Ronneby-Bredåkra,65160,Ronneby kommun,Blekinge län,"smhi_65170,smhi_65260"
smhi_65170,Bredåkra D,65170,Ronneby kommun,Blekinge län,"smhi_65260,smhi_65160"
smhi_65180,Fridlevstad D,65180,Karlskrona kommun,Blekinge län,"smhi_65090,smhi_65120,smhi_66170,smhi_55570,smhi_66180"
smhi_65260,Eringsboda D,65260,Ronneby kommun,Blekinge län,"smhi_65170,smhi_65160"
smhi_65360,Emmaboda D,65360,Emmaboda kommun,Kalmar län,
smhi_65370,Stångsmåla D,65370,Tingsryds kommun,Kronobergs län,smhi_64320
smhi_65440,Nybro-Slättingebygd D,65440,Nybro kommun,Kalmar län,"smhi_65580,smhi_65500"
smhi_65450,Lessebo,65450,Lessebo kommun,Kronobergs län,smhi_65510
smhi_65500,Orrefors D,65500,Nybro kommun,Kalmar län,"smhi_65580,smhi_65440"
smhi_65510,Kosta Mo,65510,Lessebo kommun,Kronobergs län,smhi_65450
smhi_65580,Hinshult,65580,Nybro kommun,Kalmar län,"smhi_65500,smhi_65440"
smhi_66110,Ölands Södra Udde A,66110,Mörbylånga kommun,Kalmar län,"smhi_66220,smhi_66380,smhi_66260"
smhi_66170,Komstorp,66170,Karlskrona kommun,Blekinge län,"smhi_65090,smhi_65120,smhi_55570,smhi_65180,smhi_66180"
smhi_66180,Trolleboda D,66180,Karlskrona kommun,Blekinge län,"smhi_65090,smhi_65120,smhi_66170,smhi_65180,smhi_55570"
smhi_66220,Segerstad,66220,Mörbylånga kommun,Kalmar län,"smhi_66110,smhi_66380,smhi_66260"
smhi_66260,Kastlösa,66260,Mörbylånga kommun,Kalmar län,"smhi_66110,smhi_66220,smhi_66380"
smhi_66380,Norra Möckleby D,66380,Mörbylånga kommun,Kalmar län,"smhi_66110,smhi_66220,smhi_66260"
smhi_66420,Kalmar Flygplats,66420,Kalmar kommun,Kalmar län,smhi_66430
smhi_66430,Kalmar D,66430,Kalmar kommun,Kalmar län,smhi_66420
smhi_66440,Bjärby D,66440,Borgholms kommun,Kalmar län,"smhi_77220,smhi_76080,smhi_66500,smhi_77210"
smhi_66500,Skedemosse D,66500,Borgholms kommun,Kalmar län,"smhi_77220,smhi_76080,smhi_77210,smhi_66440"
smhi_68550,Hoburg D,68550,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_78130,smhi_78190,smhi_78280"
smhi_68560,Hoburg A,68560,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_71190,Nidingen A,71190,Kungsbacka kommun,Hallands län,"smhi_71230,smhi_72300"
smhi_71230,Onsala D,71230,Kungsbacka kommun,Hallands län,"smhi_71190,smhi_72300"
smhi_71380,Vinga A,71380,Göteborgs kommun,Västra Götalands län,"smhi_72620,smhi_71420"
smhi_71420,Göteborg A,71420,Göteborgs kommun,Västra Götalands län,"smhi_72620,smhi_71380"
smhi_71510,Kärna,71510,Kungälvs kommun,Västra Götalands län,
smhi_72080,Varberg,72080,Varbergs kommun,Hallands län,"smhi_72170,smhi_72180"
smhi_72090,Ullared A,72090,Falkenbergs kommun,Hallands län,"smhi_62510,smhi_72140"
smhi_72140,Källsjö,72140,Falkenbergs kommun,Hallands län,"smhi_62510,smhi_72090"
smhi_72170,Veddige D,72170,Varbergs kommun,Hallands län,"smhi_72180,smhi_72080"
smhi_72180,Linhult D,72180,Varbergs kommun,Hallands län,"smhi_72170,smhi_72080"
smhi_72210,Fotskäl D,72210,Marks kommun,Västra Götalands län,"smhi_72330,smhi_72540,smhi_72350"
smhi_72300,Rossared D,72300,Kungsbacka kommun,Hallands län,"smhi_71190,smhi_71230"
smhi_72330,Grebbeshult,72330,Marks kommun,Västra Götalands län,"smhi_72540,smhi_72210,smhi_72350"
smhi_72350,Horred,72350,Marks kommun,Västra Götalands län,"smhi_72330,smhi_72540,smhi_72210"
smhi_72360,Kållered D,72360,Mölndals kommun,Västra Götalands län,
smhi_72370,Häggårda,72370,Borås kommun,Västra Götalands län,"smhi_72450,smhi_73480"
smhi_72400,Bollebygd,72400,Bollebygds kommun,Västra Götalands län,
smhi_72420,Landvetter Flygplats,72420,Härryda kommun,Västra Götalands län,smhi_72680
smhi_72450,Borås,72450,Borås kommun,Västra Götalands län,"smhi_73480,smhi_72370"
smhi_72530,Mollsjönäs D,72530,Ale kommun,Västra Götalands län,
smhi_72540,Sätila,72540,Marks kommun,Västra Götalands län,"smhi_72330,smhi_72210,smhi_72350"
smhi_72560,Alingsås D,72560,Alingsås kommun,Västra Götalands län,"smhi_82060,smhi_82110"
smhi_72620,Askim D,72620,Göteborgs kommun,Västra Götalands län,"smhi_71420,smhi_71380"
smhi_72680,Härryda,72680,Härryda kommun,Västra Götalands län,smhi_72420
smhi_73060,Åminne D,73060,Värnamo kommun,Jönköpings län,"smhi_74180,smhi_64590"
smhi_73070,Skeppshult D,73070,Gislaveds kommun,Jönköpings län,"smhi_73080,smhi_73230"
smhi_73080,Reftele D,73080,Gislaveds kommun,Jönköpings län,"smhi_73070,smhi_73230"
smhi_73200,Kävsjö D,73200,Gnosjö kommun,Jönköpings län,
smhi_73210,Sjötofta D,73210,Tranemo kommun,Västra Götalands län,smhi_73330
smhi_73220,Hid D,73220,Svenljunga kommun,Västra Götalands län,
smhi_73230,Hestra D,73230,Gislaveds kommun,Jönköpings län,"smhi_73080,smhi_73070"
smhi_73330,Kindsboda,73330,Tranemo kommun,Västra Götalands län,smhi_73210
smhi_73470,Ulricehamn,73470,Ulricehamns kommun,Västra Götalands län,
smhi_73480,Rångedala A,73480,Borås kommun,Västra Götalands län,"smhi_72450,smhi_72370"
smhi_73560,Mullsjö D,73560,Mullsjö kommun,Jönköpings län,smhi_73580
smhi_73580,Sandhem,73580,Mullsjö kommun,Jönköpings län,smhi_73560
smhi_74000,Moheda D,74000,Alvesta kommun,Kronobergs län,
smhi_74030,Söraby,74030,Växjö kommun,Kronobergs län,"smhi_74080,smhi_64510,smhi_64520"
smhi_74080,Berg,74080,Växjö kommun,Kronobergs län,"smhi_74030,smhi_64510,smhi_64520"
smhi_74150,Rörvik D,74150,Sävsjö kommun,Jönköpings län,smhi_74250
smhi_74180,Hagshult Mo,74180,Värnamo kommun,Jönköpings län,"smhi_73060,smhi_64590"
smhi_74240,Nävelsjö,74240,Vetlanda kommun,Jönköpings län,smhi_75180
smhi_74250,Sävsjö,74250,Sävsjö kommun,Jönköpings län,smhi_74150
smhi_74270,Skillingaryd,74270,Vaggeryds kommun,Jönköpings län,
smhi_74300,Tomtabacken A,74300,Nässjö kommun,Jönköpings län,smhi_74360
smhi_74360,Malmbäck D,74360,Nässjö kommun,Jönköpings län,smhi_74300
smhi_74440,Prästkulla,74440,Eksjö kommun,Jönköpings län,"smhi_75380,smhi_75340"
smhi_74460,Jönköpings Flygplats,74460,Jönköpings kommun,Jönköpings län,"smhi_84050,smhi_84040,smhi_74480,smhi_74490"
smhi_74480,Huskvarna,74480,Jönköpings kommun,Jönköpings län,"smhi_84050,smhi_84040,smhi_74460,smhi_74490"
smhi_74490,Ramsjöholm,74490,Jönköpings kommun,Jönköpings län,"smhi_84050,smhi_84040,smhi_74460,smhi_74480"
smhi_74540,Nobynäs D,74540,Aneby kommun,Jönköpings län,
smhi_75010,Älghult,75010,Uppvidinge kommun,Kronobergs län,smhi_75090
smhi_75090,Fagerhult D,75090,Uppvidinge kommun,Kronobergs län,smhi_75010
smhi_75180,Korsberga,75180,Vetlanda kommun,Jönköpings län,smhi_74240
smhi_75190,Virserum-Rödmossa,75190,Hultsfreds kommun,Kalmar län,"smhi_75310,smhi_75250"
smhi_75250,Målilla A,75250,Hultsfreds kommun,Kalmar län,"smhi_75310,smhi_75190"
smhi_75310,Ungsberg,75310,Hultsfreds kommun,Kalmar län,"smhi_75250,smhi_75190"
smhi_75340,Värne,75340,Eksjö kommun,Jönköpings län,"smhi_75380,smhi_74440"
smhi_75380,Hässleby D,75380,Eksjö kommun,Jönköpings län,"smhi_74440,smhi_75340"
smhi_75430,Södra Vi D,75430,Vimmerby kommun,Kalmar län,
smhi_75450,Svinhult D,75450,Ydre kommun,Östergötlands län,smhi_75540
smhi_75520,Horn A,75520,Kinda kommun,Östergötlands län,smhi_75590
smhi_75540,Norra Vi D,75540,Ydre kommun,Östergötlands län,smhi_75450
smhi_75590,Kisa D,75590,Kinda kommun,Östergötlands län,smhi_75520
smhi_76020,Mönsterås D,76020,Mönsterås kommun,Kalmar län,
smhi_76080,Löttorp D,76080,Borgholms kommun,Kalmar län,"smhi_77220,smhi_66500,smhi_77210,smhi_66440"
smhi_76160,Oskarshamn,76160,Oskarshamns kommun,Kalmar län,"smhi_76280,smhi_76230"
smhi_76230,Krokshult D,76230,Oskarshamns kommun,Kalmar län,"smhi_76160,smhi_76280"
smhi_76280,Kråkemåla,76280,Oskarshamns kommun,Kalmar län,"smhi_76160,smhi_76230"
smhi_76410,Ankarsrum D,76410,Västerviks kommun,Kalmar län,"smhi_76570,smhi_76420,smhi_86010"
smhi_76420,Gladhammar A,76420,Västerviks kommun,Kalmar län,"smhi_76410,smhi_76570,smhi_86010"
smhi_76570,Hellerö,76570,Västerviks kommun,Kalmar län,"smhi_76410,smhi_76420,smhi_86010"
smhi_77210,Ölands Norra Udde A,77210,Borgholms kommun,Kalmar län,"smhi_77220,smhi_76080,smhi_66500,smhi_66440"
smhi_77220,Ölands Norra Udde,77220,Borgholms kommun,Kalmar län,"smhi_76080,smhi_66500,smhi_66440,smhi_77210"
smhi_78130,Burs D,78130,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78190,smhi_78280"
smhi_78140,Hemse,78140,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_78190,Ljugarn D,78190,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78280"
smhi_78230,Vänge,78230,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_78270,Sanda,78270,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_78280,Östergarnsholm A,78280,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78190"
smhi_78320,Mästerby,78320,Gotlands kommun,Gotlands län,"smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_78390,Visby D,78390,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_78400,Visby Flygplats,78400,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78270,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_78420,Hejnum,78420,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_78480,Austers D,78480,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_78550,Fårösund Ar A,78550,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78390,smhi_78140,smhi_78480,smhi_89230,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_81040,Rörastrand,81040,Tjörns kommun,Västra Götalands län,
smhi_81050,Måseskär A,81050,Orusts kommun,Västra Götalands län,smhi_81140
smhi_81140,Henån,81140,Orusts kommun,Västra Götalands län,smhi_81050
smhi_81170,Lysekil D,81170,Lysekils kommun,Västra Götalands län,
smhi_81210,Uddevalla D,81210,Uddevalla kommun,Västra Götalands län,
smhi_81310,Heden,81310,Munkedals kommun,Västra Götalands län,
smhi_81350,Väderöarna A,81350,Tanums kommun,Västra Götalands län,smhi_81420
smhi_81420,Grebbestad,81420,Tanums kommun,Västra Götalands län,smhi_81350
smhi_81540,Nordkoster A,81540,Strömstads kommun,Västra Götalands län,smhi_81570
smhi_81550,Ed D,81550,Dals-Eds kommun,Västra Götalands län,
smhi_81570,Håvelund,81570,Strömstads kommun,Västra Götalands län,smhi_81540
smhi_82020,Vårgårda D,82020,Vårgårda kommun,Västra Götalands län,
smhi_82040,Komperöd,82040,Stenungsunds kommun,Västra Götalands län,
smhi_82060,Uplo,82060,Alingsås kommun,Västra Götalands län,"smhi_72560,smhi_82110"
smhi_82110,Gendalen,82110,Alingsås kommun,Västra Götalands län,"smhi_72560,smhi_82060"
smhi_82160,Trökörna,82160,Grästorps kommun,Västra Götalands län,
smhi_82230,Vänersborg,82230,Vänersborgs kommun,Västra Götalands län,smhi_82360
smhi_82260,Såtenäs,82260,Lidköpings kommun,Västra Götalands län,"smhi_83210,smhi_83420,smhi_83320,smhi_83400"
smhi_82360,Kroppefjäll-Granan A,82360,Vänersborgs kommun,Västra Götalands län,smhi_82230
smhi_82380,Erikstad,82380,Melleruds kommun,Västra Götalands län,
smhi_82490,Bäckefors,82490,Bengtsfors kommun,Västra Götalands län,smhi_92130
smhi_82530,Ånimskog,82530,Åmåls kommun,Västra Götalands län,
smhi_83060,Herrljunga D,83060,Herrljunga kommun,Västra Götalands län,
smhi_83090,Falköping-Valtorp D,83090,Falköpings kommun,Västra Götalands län,
smhi_83110,Tidaholm D,83110,Tidaholms kommun,Västra Götalands län,
smhi_83150,Vedum,83150,Vara kommun,Västra Götalands län,smhi_83190
smhi_83190,Hällum A,83190,Vara kommun,Västra Götalands län,smhi_83150
smhi_83210,Lanna,83210,Lidköpings kommun,Västra Götalands län,"smhi_82260,smhi_83420,smhi_83320,smhi_83400"
smhi_83220,Kilagården,83220,Skara kommun,Västra Götalands län,"smhi_83270,smhi_83280"
smhi_83230,Skövde,83230,Skövde kommun,Västra Götalands län,smhi_84200
smhi_83270,Skara,83270,Skara kommun,Västra Götalands län,"smhi_83280,smhi_83220"
smhi_83280,Remningstorp,83280,Skara kommun,Västra Götalands län,"smhi_83270,smhi_83220"
smhi_83320,Lidköping,83320,Lidköpings kommun,Västra Götalands län,"smhi_83210,smhi_82260,smhi_83420,smhi_83400"
smhi_83400,Traneberg,83400,Lidköpings kommun,Västra Götalands län,"smhi_83210,smhi_82260,smhi_83420,smhi_83320"
smhi_83420,Naven A,83420,Lidköpings kommun,Västra Götalands län,"smhi_83210,smhi_82260,smhi_83320,smhi_83400"
smhi_83440,Mariestad,83440,Mariestads kommun,Västra Götalands län,
smhi_83550,Värmlandsnäs-Ekenäs D,83550,Säffle kommun,Värmlands län,"smhi_92100,smhi_92120"
smhi_84040,Högemålen D,84040,Jönköpings kommun,Jönköpings län,"smhi_84050,smhi_74460,smhi_74480,smhi_74490"
smhi_84050,Visingsö A,84050,Jönköpings kommun,Jönköpings län,"smhi_84040,smhi_74460,smhi_74480,smhi_74490"
smhi_84140,Ödeshög D,84140,Ödeshögs kommun,Östergötlands län,
smhi_84180,Hjo,84180,Hjo kommun,Västra Götalands län,
smhi_84200,Djursätra,84200,Skövde kommun,Västra Götalands län,smhi_83230
smhi_84220,Omberg D,84220,Vadstena kommun,Östergötlands län,smhi_84270
smhi_84270,Vadstena D,84270,Vadstena kommun,Östergötlands län,smhi_84220
smhi_84310,Karlsborg Mo,84310,Karlsborgs kommun,Västra Götalands län,smhi_84340
smhi_84340,Axstål Mo,84340,Karlsborgs kommun,Västra Götalands län,smhi_84310
smhi_84390,Fägre D,84390,Töreboda kommun,Västra Götalands län,smhi_84470
smhi_84470,Älgarås D,84470,Töreboda kommun,Västra Götalands län,smhi_84390
smhi_84490,Sörbytorp,84490,Askersunds kommun,Örebro län,
smhi_84520,Gårdsjö A,84520,Laxå kommun,Örebro län,
smhi_84590,Gullspång,84590,Gullspångs kommun,Västra Götalands län,
smhi_85050,Malexander A,85050,Boxholms kommun,Östergötlands län,
smhi_85180,Härsnäs,85180,Mjölby kommun,Östergötlands län,smhi_85200
smhi_85200,Sya,85200,Mjölby kommun,Östergötlands län,smhi_85180
smhi_85240,Malmslätt,85240,Linköpings kommun,Östergötlands län,"smhi_85250,smhi_85390"
smhi_85250,Linköping D,85250,Linköpings kommun,Östergötlands län,"smhi_85240,smhi_85390"
smhi_85280,Skärkind D,85280,Norrköpings kommun,Östergötlands län,"smhi_86320,smhi_85350,smhi_86420,smhi_86410,smhi_86340"
smhi_85330,Motala,85330,Motala kommun,Östergötlands län,"smhi_85490,smhi_85440,smhi_85450,smhi_85460"
smhi_85350,Vånga D,85350,Norrköpings kommun,Östergötlands län,"smhi_86320,smhi_86420,smhi_86410,smhi_85280,smhi_86340"
smhi_85390,Kvarn Mo,85390,Linköpings kommun,Östergötlands län,"smhi_85240,smhi_85250"
smhi_85430,Finspång,85430,Finspångs kommun,Östergötlands län,
smhi_85440,Tjällmo D,85440,Motala kommun,Östergötlands län,"smhi_85490,smhi_85330,smhi_85450,smhi_85460"
smhi_85450,Godegård D,85450,Motala kommun,Östergötlands län,"smhi_85490,smhi_85330,smhi_85440,smhi_85460"
smhi_85460,Kettstaka A,85460,Motala kommun,Östergötlands län,"smhi_85490,smhi_85440,smhi_85450,smhi_85330"
smhi_85490,Zinkgruvan,85490,Motala kommun,Östergötlands län,"smhi_85330,smhi_85440,smhi_85450,smhi_85460"
smhi_85540,Hjortkvarn D,85540,Hallsbergs kommun,Örebro län,
smhi_86010,Tyllinge D,86010,Västerviks kommun,Kalmar län,"smhi_76410,smhi_76570,smhi_76420"
smhi_86060,Tryserum D,86060,Valdemarsviks kommun,Östergötlands län,
smhi_86120,Holmbo D,86120,Åtvidabergs kommun,Östergötlands län,
smhi_86220,Börrum D,86220,Söderköpings kommun,Östergötlands län,"smhi_86260,smhi_86290,smhi_87140"
smhi_86260,Gustorp D,86260,Söderköpings kommun,Östergötlands län,"smhi_86290,smhi_87140,smhi_86220"
smhi_86290,Söderköping D,86290,Söderköpings kommun,Östergötlands län,"smhi_86260,smhi_87140,smhi_86220"
smhi_86320,Östra Husby D,86320,Norrköpings kommun,Östergötlands län,"smhi_85350,smhi_86420,smhi_86410,smhi_85280,smhi_86340"
smhi_86340,Norrköping-SMHI,86340,Norrköpings kommun,Östergötlands län,"smhi_86320,smhi_85350,smhi_86420,smhi_86410,smhi_85280"
smhi_86410,Hult D,86410,Norrköpings kommun,Östergötlands län,"smhi_86320,smhi_85350,smhi_86420,smhi_85280,smhi_86340"
smhi_86420,Kolmården-Strömsfors A,86420,Norrköpings kommun,Östergötlands län,"smhi_85350,smhi_86320,smhi_86410,smhi_85280,smhi_86340"
smhi_86500,Björkvik D,86500,Katrineholms kommun,Södermanlands län,"smhi_96040,smhi_96050,smhi_96060,smhi_86510"
smhi_86510,Glindran,86510,Katrineholms kommun,Södermanlands län,"smhi_96040,smhi_96050,smhi_96060,smhi_86500"
smhi_86520,Vrena,86520,Nyköpings kommun,Södermanlands län,"smhi_87600,smhi_96010"
smhi_87140,Harstena A,87140,Söderköpings kommun,Östergötlands län,"smhi_86260,smhi_86290,smhi_86220"
smhi_87400,Oxelösund,87400,Oxelösunds kommun,Södermanlands län,
smhi_87440,Landsort A,87440,Nynäshamns kommun,Stockholms län,"smhi_87450,smhi_87590"
smhi_87450,Landsort,87450,Nynäshamns kommun,Stockholms län,"smhi_87590,smhi_87440"
smhi_87580,Åda,87580,Trosa kommun,Södermanlands län,smhi_87610
smhi_87590,Sjögärde,87590,Nynäshamns kommun,Stockholms län,"smhi_87450,smhi_87440"
smhi_87600,Aspa D,87600,Nyköpings kommun,Södermanlands län,"smhi_96010,smhi_86520"
smhi_87610,Vagnhärad D,87610,Trosa kommun,Södermanlands län,smhi_87580
smhi_89230,Gotska Sandön A,89230,Gotlands kommun,Gotlands län,"smhi_78320,smhi_78550,smhi_78390,smhi_78140,smhi_78480,smhi_78420,smhi_78230,smhi_68560,smhi_78400,smhi_78270,smhi_68550,smhi_78130,smhi_78190,smhi_78280"
smhi_92100,Säffle,92100,Säffle kommun,Värmlands län,"smhi_83550,smhi_92120"
smhi_92120,Svaneholm D,92120,Säffle kommun,Värmlands län,"smhi_92100,smhi_83550"
smhi_92130,Blomskog A,92130,Bengtsfors kommun,Västra Götalands län,smhi_82490
smhi_92290,Sölje D,92290,Arvika kommun,Värmlands län,smhi_92410
smhi_92380,Årjäng,92380,Årjängs kommun,Värmlands län,
smhi_92410,Arvika A,92410,Arvika kommun,Värmlands län,smhi_92290
smhi_92530,Charlottenberg,92530,Eda kommun,Värmlands län,
smhi_92570,Uddheden D,92570,Sunne kommun,Värmlands län,"smhi_93440,smhi_93520"
smhi_93200,Grums,93200,Grums kommun,Värmlands län,
smhi_93210,Väse D,93210,Karlstads kommun,Värmlands län,"smhi_93310,smhi_93220"
smhi_93220,Karlstad Flygplats,93220,Karlstads kommun,Värmlands län,"smhi_93310,smhi_93210"
smhi_93310,Gräsås D,93310,Karlstads kommun,Värmlands län,"smhi_93220,smhi_93210"
smhi_93350,Högboda,93350,Kils kommun,Värmlands län,
