id,label,municipality,parent,school_level
11673760,Tingvallagymnasiet,Karlstads kommun,Karlstads kommun,secondary_school
43601850,Torekällgymnasiet,Södertälje kommun,Södertälje kommun,secondary_school
11294673,Tornedalsskolan,Haparanda kommun,Haparanda kommun,secondary_school
42218661,Torsbergsgymnasiet RO3,Bollnäs kommun,Bollnäs kommun,secondary_school
73171934,Torsbergsgymnasiet RO4,Bollnäs kommun,Bollnäs kommun,secondary_school
83474173,Torsbergsgymnasiet RO5,Bollnäs kommun,Bollnäs kommun,secondary_school
90076461,Torsås Korrespondensgymnasium 2,Torsås kommun,Torsås kommun,secondary_school
55150847,Torsås korrespondensgymnasium 1,Torsås kommun,Torsås kommun,secondary_school
15938431,Traineegymnasiet,Hylte kommun,Hylte kommun,secondary_school
14799321,Tranellska gymnasiet,Västerås kommun,Västerås kommun,secondary_school
96414537,Tranemo gymnasieskola 1,Tranemo kommun,Tranemo kommun,secondary_school
53069733,Tranemo gymnasieskola 2,Tranemo kommun,Tranemo kommun,secondary_school
57350392,Träutbildningar i Hälsingland,Ljusdals kommun,Ljusdals kommun,secondary_school
33201730,Tullengymnasiet,Borås kommun,Borås kommun,secondary_school
26334561,Tullinge gymnasium,Botkyrka kommun,Botkyrka kommun,secondary_school
24349146,Tullängsgymnasiet,Örebro kommun,Örebro kommun,secondary_school
83605345,Tullängsgymnasiet RGD-RGH,Örebro kommun,Örebro kommun,secondary_school
40386043,Tumba gymnasium,Botkyrka kommun,Botkyrka kommun,secondary_school
78875918,Tycho Braheskolan,Helsingborgs kommun,Helsingborgs kommun,secondary_school
91048178,Tyresö Gymnasium 1,Tyresö kommun,Tyresö kommun,secondary_school
97265732,Täby Enskilda gymnasium,Täby kommun,Täby kommun,secondary_school
10373112,Täby Yrkesgymnasium,Täby kommun,Täby kommun,secondary_school
30615080,Täljegymnasiet,Södertälje kommun,Södertälje kommun,secondary_school
28004794,Tärnaby Alpina Gymnasium,Storumans kommun,Storumans kommun,secondary_school
85800840,Törnströmska gymnasiet,Karlskrona kommun,Karlskrona kommun,secondary_school
60727136,"Uddevalla Gymnasieskola, Östrabo Y GLU",Uddevalla kommun,Uddevalla kommun,secondary_school
83584125,"Uddevalla gymnasieskola, Agneberg BF",Uddevalla kommun,Uddevalla kommun,secondary_school
95024660,"Uddevalla gymnasieskola, Agneberg EK",Uddevalla kommun,Uddevalla kommun,secondary_school
32263814,"Uddevalla gymnasieskola, Agneberg EKSPINT",Uddevalla kommun,Uddevalla kommun,secondary_school
12075195,"Uddevalla gymnasieskola, Agneberg HA",Uddevalla kommun,Uddevalla kommun,secondary_school
35557948,"Uddevalla gymnasieskola, Agneberg HT",Uddevalla kommun,Uddevalla kommun,secondary_school
51643587,"Uddevalla gymnasieskola, Agneberg HU",Uddevalla kommun,Uddevalla kommun,secondary_school
62300682,"Uddevalla gymnasieskola, Agneberg RL",Uddevalla kommun,Uddevalla kommun,secondary_school
47393891,"Uddevalla gymnasieskola, Agneberg SA",Uddevalla kommun,Uddevalla kommun,secondary_school
48414975,"Uddevalla gymnasieskola, Agneberg SASPINT",Uddevalla kommun,Uddevalla kommun,secondary_school
65265211,"Uddevalla gymnasieskola, Margaretegärde GLU",Uddevalla kommun,Uddevalla kommun,secondary_school
67785826,"Uddevalla gymnasieskola, Margaretegärde IM",Uddevalla kommun,Uddevalla kommun,secondary_school
11533776,"Uddevalla gymnasieskola, Sinclair ES",Uddevalla kommun,Uddevalla kommun,secondary_school
47108751,"Uddevalla gymnasieskola, Sinclair SAAK",Uddevalla kommun,Uddevalla kommun,secondary_school
97191332,"Uddevalla gymnasieskola, Östabo 1 VO",Uddevalla kommun,Uddevalla kommun,secondary_school
71938440,"Uddevalla gymnasieskola, Östrabo 1 IN",Uddevalla kommun,Uddevalla kommun,secondary_school
28829503,"Uddevalla gymnasieskola, Östrabo 1 TE",Uddevalla kommun,Uddevalla kommun,secondary_school
22811839,"Uddevalla gymnasieskola, Östrabo Y BA",Uddevalla kommun,Uddevalla kommun,secondary_school
33205596,"Uddevalla gymnasieskola, Östrabo Y EE",Uddevalla kommun,Uddevalla kommun,secondary_school
99622695,"Uddevalla gymnasieskola, Östrabo Y ES",Uddevalla kommun,Uddevalla kommun,secondary_school
19930101,"Uddevalla gymnasieskola, Östrabo Y FT",Uddevalla kommun,Uddevalla kommun,secondary_school
45132264,"Uddevalla gymnasieskola, Östrabo Y HV",Uddevalla kommun,Uddevalla kommun,secondary_school
61647360,"Uddevalla gymnasieskola, Östrabo Y VF",Uddevalla kommun,Uddevalla kommun,secondary_school
98651664,"Uddevalla gymnasieskola,Östrabo 1 NA",Uddevalla kommun,Uddevalla kommun,secondary_school
72022487,Ullvigymnasiet,Köpings kommun,Köpings kommun,secondary_school
63993414,Umeå Internationella Gymnasium,Umeå kommun,Umeå kommun,secondary_school
46122886,Umeå gymnasieskola SI,Umeå kommun,Umeå kommun,secondary_school
58583587,Ungdomsgymnasiet,Munkedals kommun,Munkedals kommun,secondary_school
68006362,Universitetsholmens gymnasium,Malmö kommun,Malmö kommun,secondary_school
72113341,Universitetsholmens gymnasium Ro2,Malmö kommun,Malmö kommun,secondary_school
53923398,Upplands-Brogymnasiet,Upplands-Bro kommun,Upplands-Bro kommun,secondary_school
43277545,Uppsala estetiska gymnasium,Uppsala kommun,Uppsala kommun,secondary_school
37316242,Uppsala yrkesgymnasium Ekeby,Uppsala kommun,Uppsala kommun,secondary_school
20173336,Uppsala yrkesgymnasium Jälla,Uppsala kommun,Uppsala kommun,secondary_school
11953769,Uppvidinge gymnasieskola,Uppvidinge kommun,Uppvidinge kommun,secondary_school
88573795,"Utsikten, Dals-Eds gymnasium",Dals-Eds kommun,Dals-Eds kommun,secondary_school
34672151,Uven gymnasiet,Uppsala kommun,Uppsala kommun,secondary_school
11102578,VBU Högbergsskolan 1,Ludvika kommun,Ludvika kommun,secondary_school
69306209,VBU Högbergsskolan 2,Ludvika kommun,Ludvika kommun,secondary_school
92651253,VBU Malmen,Ludvika kommun,Ludvika kommun,secondary_school
12496135,VBU Smeden,Smedjebackens kommun,Smedjebackens kommun,secondary_school
29220606,VBU Stegelbacken,Smedjebackens kommun,Smedjebackens kommun,secondary_school
89630851,Vackstanäsgymnasiet,Södertälje kommun,Södertälje kommun,secondary_school
13006857,Vadsbogymnasiet,Mariestads kommun,Mariestads kommun,secondary_school
28646435,Vadstenagymnasiet,Vadstena kommun,Vadstena kommun,secondary_school
85788659,Vallentuna gymnasium,Vallentuna kommun,Vallentuna kommun,secondary_school
95340745,Vansbro utbildningscenter gy.,Vansbro kommun,Vansbro kommun,secondary_school
71262305,Vasagymnasiet,Arboga kommun,Arboga kommun,secondary_school
54965510,Vasaskolan,Gävle kommun,Gävle kommun,secondary_school
12448823,Vettergymnasiet Jönköping,Jönköpings kommun,Jönköpings kommun,secondary_school
78023197,Victum Gymnasium,Helsingborgs kommun,Helsingborgs kommun,secondary_school
45164827,Viktor Rydberg gy. Djursholm,Danderyds kommun,Danderyds kommun,secondary_school
64388538,Viktor Rydberg gy. Jarlaplan,Stockholms kommun,Stockholms kommun,secondary_school
52153758,Viktor Rydberg gy. Odenplan,Stockholms kommun,Stockholms kommun,secondary_school
64270497,Vildmarksgymnasiet,Hylte kommun,Hylte kommun,secondary_school
17846181,Vilhelm Mobergsgymnasiet,Emmaboda kommun,Emmaboda kommun,secondary_school
23384476,Viljan,Surahammars kommun,Surahammars kommun,secondary_school
44586618,Vimmerby gymnasium 1,Vimmerby kommun,Vimmerby kommun,secondary_school
57391913,Vimmerby gymnasium 2,Vimmerby kommun,Vimmerby kommun,secondary_school
75374280,Vimmerby gymnasium 3,Vimmerby kommun,Vimmerby kommun,secondary_school
28955076,Vimmerby gymnasium 4,Vimmerby kommun,Vimmerby kommun,secondary_school
15933512,Virginska gymnasiet,Örebro kommun,Örebro kommun,secondary_school
12198363,Virginska gymnasiet RGD-RGH,Örebro kommun,Örebro kommun,secondary_school
25356960,Viskastrandsgymnasiet A,Borås kommun,Borås kommun,secondary_school
64284020,Viskastrandsgymnasiet B,Borås kommun,Borås kommun,secondary_school
98132436,Viskastrandsgymnasiet C,Borås kommun,Borås kommun,secondary_school
21850904,Volvogymnasiet Skövde,Skövde kommun,Skövde kommun,secondary_school
67071618,Voxnadalens gymnasium,Ovanåkers kommun,Ovanåkers kommun,secondary_school
52634142,Vretagymnasiet,Linköpings kommun,Linköpings kommun,secondary_school
55870331,Vuxenutbildningen i Karlsborg och Karlsborgs gymnasieskola,Karlsborgs kommun,Karlsborgs kommun,secondary_school
29535640,Vuxenutbildningscentrum IV,Åstorps kommun,Åstorps kommun,secondary_school
21673083,Vägga gymnasieskola 1,Karlshamns kommun,Karlshamns kommun,secondary_school
64574972,Vägga gymnasieskola 2,Karlshamns kommun,Karlshamns kommun,secondary_school
19741742,Vägga gymnasieskola 3,Karlshamns kommun,Karlshamns kommun,secondary_school
29032715,Vägga gymnasieskola 4,Karlshamns kommun,Karlshamns kommun,secondary_school
63983100,Vägga gymnasieskola 5,Karlshamns kommun,Karlshamns kommun,secondary_school
20666515,Välkommaskolan enhet 1,Gällivare kommun,Gällivare kommun,secondary_school
37906565,Välkommaskolan enhet 2,Gällivare kommun,Gällivare kommun,secondary_school
23063954,Välkommaskolan enhet 3,Gällivare kommun,Gällivare kommun,secondary_school
67279303,Välkommaskolan enhet 4,Gällivare kommun,Gällivare kommun,secondary_school
76007769,Vänergymnasiet,Mariestads kommun,Mariestads kommun,secondary_school
34002355,Värmdö Tekniska gymnasieskola,Värmdö kommun,Värmdö kommun,secondary_school
44412461,Värmdö gymnasium,Värmdö kommun,Värmdö kommun,secondary_school
11608031,Värnhemsskolan,Malmö kommun,Malmö kommun,secondary_school
14569013,Värnhemsskolan Ro 2,Malmö kommun,Malmö kommun,secondary_school
92313496,Värnhemsskolan Ro 3,Malmö kommun,Malmö kommun,secondary_school
88387058,Värnhemsskolan Ro 4,Malmö kommun,Malmö kommun,secondary_school
41543853,Värnhemsskolan Ro 5,Malmö kommun,Malmö kommun,secondary_school
20855811,Väsby Nya Gymnasium,Upplands Väsby kommun,Upplands Väsby kommun,secondary_school
82372485,Väsby Yrkesgymnasium,Upplands Väsby kommun,Upplands Väsby kommun,secondary_school
54882637,Väsby Yrkesgymnasium (f.d. Peabskolan),Upplands Väsby kommun,Upplands Väsby kommun,secondary_school
65320354,Västerhöjd enhet 871,Skövde kommun,Skövde kommun,secondary_school
77544055,Västerhöjd enhet 872,Skövde kommun,Skövde kommun,secondary_school
49112879,Västerhöjd enhet 873,Skövde kommun,Skövde kommun,secondary_school
30279258,Västerhöjd enhet 874,Skövde kommun,Skövde kommun,secondary_school
16198647,Västerhöjd enhet 875,Skövde kommun,Skövde kommun,secondary_school
49576295,Västerviks gymnasium RO5,Västerviks kommun,Västerviks kommun,secondary_school
96152872,Västerviks gymnasium Ro 1,Västerviks kommun,Västerviks kommun,secondary_school
77835341,Västerviks gymnasium Ro 2,Västerviks kommun,Västerviks kommun,secondary_school
70803636,Västerviks gymnasium Ro 3,Västerviks kommun,Västerviks kommun,secondary_school
44041939,Västerviks gymnasium Ro 4,Västerviks kommun,Västerviks kommun,secondary_school
56041699,Västerås Citygymnasium,Västerås kommun,Västerås kommun,secondary_school
45111086,Västerås Idrottsgymnasium,Västerås kommun,Västerås kommun,secondary_school
98032567,Västerås Ridgymnasium,Västerås kommun,Västerås kommun,secondary_school
54764253,Västmanland naturbruksgy. Ösby,Sala kommun,Sala kommun,secondary_school
34831349,Västsvenska Gymnasiet,Göteborgs kommun,Göteborgs kommun,secondary_school
29209307,Växjö Fria Fordongymnasium,Växjö kommun,Växjö kommun,secondary_school
21778322,Växjö Fria Gymnasium,Växjö kommun,Växjö kommun,secondary_school
64579522,Wasaskolan,Tingsryds kommun,Tingsryds kommun,secondary_school
25178582,Wendela Hebbe gymnasiet,Södertälje kommun,Södertälje kommun,secondary_school
58368956,"Wendesgymnasiet BA, HV",Kristianstads kommun,Kristianstads kommun,secondary_school
73567152,"Wendesgymnasiet FT, VF",Kristianstads kommun,Kristianstads kommun,secondary_school
75082798,Westerlundska gymnasiet,Enköpings kommun,Enköpings kommun,secondary_school
70955448,Widenska gymnasiet,Västerås kommun,Västerås kommun,secondary_school
68824244,Wijkmanska gymnasiet,Västerås kommun,Västerås kommun,secondary_school
95069937,Wilhelm Haglunds Gymnasium,Östhammars kommun,Östhammars kommun,secondary_school
36782335,Wisbygymnasiet,Gotlands kommun,Gotlands kommun,secondary_school
23897040,Wisbygymnasiet Norr,Gotlands kommun,Gotlands kommun,secondary_school
29799085,Wisbygymnasiet Söder,Gotlands kommun,Gotlands kommun,secondary_school
68285560,"YBC, Young Business Creatives",Nacka kommun,Nacka kommun,secondary_school
89018033,YTC Yrkestekn centrum Järfälla,Järfälla kommun,Järfälla kommun,secondary_school
90267145,Yrkesgymnasiet Gävle,Gävle kommun,Gävle kommun,secondary_school
63511898,Yrkesgymnasiet Göteborg,Göteborgs kommun,Göteborgs kommun,secondary_school
92905347,Yrkesgymnasiet Huddinge,Huddinge kommun,Huddinge kommun,secondary_school
76195214,Yrkesgymnasiet Linköping,Linköpings kommun,Linköpings kommun,secondary_school
86762103,Yrkesgymnasiet Malmö,Malmö kommun,Malmö kommun,secondary_school
97835550,Yrkesgymnasiet Skellefteå,Skellefteå kommun,Skellefteå kommun,secondary_school
81997762,Yrkesgymnasiet Sollentuna,Sollentuna kommun,Sollentuna kommun,secondary_school
16501673,Yrkesgymnasiet Stockholm,Stockholms kommun,Stockholms kommun,secondary_school
91905819,Yrkesgymnasiet Umeå,Umeå kommun,Umeå kommun,secondary_school
49872493,Yrkesgymnasiet Uppsala,Uppsala kommun,Uppsala kommun,secondary_school
90685868,Yrkesgymnasiet Västerås,Västerås kommun,Västerås kommun,secondary_school
47692481,Yrkesgymnasiet Örebro,Örebro kommun,Örebro kommun,secondary_school
26298615,Yrkesplugget,Stockholms kommun,Stockholms kommun,secondary_school
39147056,Yrkesplugget Uppsala,Uppsala kommun,Uppsala kommun,secondary_school
26721724,Yrkesprogram,Marks kommun,Marks kommun,secondary_school
25847233,"Ystad Gymnasium, område 1",Ystads kommun,Ystads kommun,secondary_school
62612992,"Ystad Gymnasium, område 2",Ystads kommun,Ystads kommun,secondary_school
85485803,"Ystad Gymnasium, område 3",Ystads kommun,Ystads kommun,secondary_school
92816527,"Ystad Gymnasium, område 5",Ystads kommun,Ystads kommun,secondary_school
30530571,af Chapmangymnasiet,Karlskrona kommun,Karlskrona kommun,secondary_school
34421265,Älvdalens Utbildningscentrum,Älvdalens kommun,Älvdalens kommun,secondary_school
46574937,Älvkullegymnasiet,Karlstads kommun,Karlstads kommun,secondary_school
15791044,Älvsbyns gymnasium,Älvsbyns kommun,Älvsbyns kommun,secondary_school
72127035,Älvstrandsgymnasiet,Hagfors kommun,Hagfors kommun,secondary_school
55010709,Ängelholms gymnasieskola Ro 1,Ängelholms kommun,Ängelholms kommun,secondary_school
65392939,Ängelholms gymnasieskola Ro 2,Ängelholms kommun,Ängelholms kommun,secondary_school
98696836,Ängelholms gymnasieskola Ro 3,Ängelholms kommun,Ängelholms kommun,secondary_school
82160887,Ängelholms gymnasieskola Ro 4,Ängelholms kommun,Ängelholms kommun,secondary_school
23175129,Ängelholms gymnasieskola Ro 5,Ängelholms kommun,Ängelholms kommun,secondary_school
64908550,Ängelholms gymnasieskola Ro 6,Ängelholms kommun,Ängelholms kommun,secondary_school
27041885,Åbyskolan 1,Klippans kommun,Klippans kommun,secondary_school
39149668,Åbyskolan 2,Klippans kommun,Klippans kommun,secondary_school
13509408,Åbyskolan 3,Klippans kommun,Klippans kommun,secondary_school
48156011,Ådalsskolan 1,Kramfors kommun,Kramfors kommun,secondary_school
48722826,Ådalsskolan 2,Kramfors kommun,Kramfors kommun,secondary_school
35035671,Åkrahällskolan Akra01,Nybro kommun,Nybro kommun,secondary_school
12130801,Åkrahällskolan Akra02,Nybro kommun,Nybro kommun,secondary_school
51736304,Åkrahällskolan Akra03,Nybro kommun,Nybro kommun,secondary_school
17008320,Ållebergsgymnasiet A,Falköpings kommun,Falköpings kommun,secondary_school
56737496,Ållebergsgymnasiet B,Falköpings kommun,Falköpings kommun,secondary_school
88850910,Ållebergsgymnasiet C,Falköpings kommun,Falköpings kommun,secondary_school
78317945,Ållebergsgymnasiet D,Falköpings kommun,Falköpings kommun,secondary_school
93939982,Ållebergsgymnasiet E,Falköpings kommun,Falköpings kommun,secondary_school
77379848,Årjängs gymnasieskola,Årjängs kommun,Årjängs kommun,secondary_school
61720981,Åva gymnasium,Täby kommun,Täby kommun,secondary_school
34692873,Åva gymnasium 2,Täby kommun,Täby kommun,secondary_school
77358716,Öckerö Seglande gymnasieskola,Öckerö kommun,Öckerö kommun,secondary_school
34990065,Öknaskolan,Nyköpings kommun,Nyköpings kommun,secondary_school
91487291,Ölands Gymnasium 1,Borgholms kommun,Borgholms kommun,secondary_school
61547652,Önnestadsgymnasiet,Kristianstads kommun,Kristianstads kommun,secondary_school
28248021,Öresundsgymnasiet Landskrona,Landskrona kommun,Landskrona kommun,secondary_school
64693272,"Örkelljunga Utb.centrum, gy.",Örkelljunga kommun,Örkelljunga kommun,secondary_school
11341077,Örnsköldsviks Gymnasium Alfa 1,Örnsköldsviks kommun,Örnsköldsviks kommun,secondary_school
51534211,Örnsköldsviks Gymnasium Alfa 2,Örnsköldsviks kommun,Örnsköldsviks kommun,secondary_school
39528347,Örnsköldsviks Gymnasium Beta,Örnsköldsviks kommun,Örnsköldsviks kommun,secondary_school
34988313,Örnsköldsviks Gymnasium Delta,Örnsköldsviks kommun,Örnsköldsviks kommun,secondary_school
85473846,Örnsköldsviks Gymnasium Gamma,Örnsköldsviks kommun,Örnsköldsviks kommun,secondary_school
29744774,Örnsköldsviks Gymnasium Kappa,Örnsköldsviks kommun,Örnsköldsviks kommun,secondary_school
89690587,Örnsköldsviks Gymnasium Lambda,Örnsköldsviks kommun,Örnsköldsviks kommun,secondary_school
28045567,Örnsköldsviks Gymnasium Omega,Örnsköldsviks kommun,Örnsköldsviks kommun,secondary_school
20768651,Örnsköldsviks Gymnasium Sigma,Örnsköldsviks kommun,Örnsköldsviks kommun,secondary_school
68597767,Österlengymnasiet,Simrishamns kommun,Simrishamns kommun,secondary_school
98387869,"Österport, Område 6",Ystads kommun,Ystads kommun,secondary_school
47559319,Östersunds Gymnasieskola,Östersunds kommun,Östersunds kommun,secondary_school
60209222,"Österänggymnasiet EE, IN, RL",Kristianstads kommun,Kristianstads kommun,secondary_school
62104139,"Österänggymnasiet HT, SA",Kristianstads kommun,Kristianstads kommun,secondary_school
87034307,"Österänggymnasiet NA, TE",Kristianstads kommun,Kristianstads kommun,secondary_school
20752831,Österåkers gymnasium,Österåkers kommun,Österåkers kommun,secondary_school
22116645,Östra Reals gymnasium 22116645,Stockholms kommun,Stockholms kommun,secondary_school
99755443,Östra Reals gymnasium 99755443,Stockholms kommun,Stockholms kommun,secondary_school
99592025,Östra gymnasiet,Huddinge kommun,Huddinge kommun,secondary_school
